,key,uid,ctr,coord,lbl,guid,subcl
743,32740,32740,"[58733, 42467]","[[58708 42442]
 [58758 42492]]",1,b4ea6467-4a89-40cf-9deb-516f3512aab8,8
742,32739,32739,"[6791, 42664]","[[ 6766 42639]
 [ 6816 42689]]",1,1e97b203-8675-45ef-b383-f477b9711823,8
741,32738,32738,"[6786, 42557]","[[ 6761 42532]
 [ 6811 42582]]",1,086a1f30-b008-4656-834e-b30b1ac26d5e,8
739,32736,32736,"[84177, 41809]","[[84152 41784]
 [84202 41834]]",1,21bcf7ba-2db4-4a73-b77d-e119be0b9f04,8
738,32735,32735,"[34239, 41563]","[[34214 41538]
 [34264 41588]]",1,fdf11b9f-8a91-464c-b537-d8241937e0ed,8
737,32734,32734,"[34623, 41519]","[[34598 41494]
 [34648 41544]]",1,f28c7721-e79b-41e7-bc92-17213cc1985c,8
744,32741,32741,"[61579, 42644]","[[61554 42619]
 [61604 42669]]",1,aece139c-95f9-443c-bace-6289b67473a7,8
736,32733,32733,"[31972, 41902]","[[31947 41877]
 [31997 41927]]",1,285547aa-9461-49a5-8106-36129f908e3c,8
733,32730,32730,"[34592, 41333]","[[34567 41308]
 [34617 41358]]",1,7ecc46b4-046e-4e3d-8c6c-8dbc3205dfb5,8
732,32729,32729,"[34305, 41195]","[[34280 41170]
 [34330 41220]]",1,576effa1-148a-4eda-a278-c3d7f375e397,8
731,32728,32728,"[30139, 40929]","[[30114 40904]
 [30164 40954]]",1,c44fe460-5126-4abf-8eba-c32efa93bf56,8
730,32727,32727,"[24668, 39951]","[[24643 39926]
 [24693 39976]]",1,540f75bb-3512-4958-ba92-f65cc8da2b3e,8
729,32726,32726,"[77497, 39670]","[[77472 39645]
 [77522 39695]]",1,c5a01cdf-8a09-4570-8ab4-0e11a1790070,8
727,32724,32724,"[32619, 39380]","[[32594 39355]
 [32644 39405]]",1,02d363fa-a6d6-41e2-a110-005d055af0e4,8
735,32732,32732,"[18229, 42194]","[[18204 42169]
 [18254 42219]]",1,ab64bd99-f49c-4b16-9535-47e39cc9270f,8
768,32765,32765,"[16304, 47005]","[[16279 46980]
 [16329 47030]]",1,fb83e575-498a-43df-86c7-e0946a041594,8
745,32742,32742,"[14999, 43652]","[[14974 43627]
 [15024 43677]]",1,3f0870e4-06e7-4b84-a285-c9f4b2cbe505,8
747,32744,32744,"[30165, 43460]","[[30140 43435]
 [30190 43485]]",1,f4520235-c15f-4361-ad27-fe4bb9ebcd5b,8
766,32763,32763,"[34558, 46602]","[[34533 46577]
 [34583 46627]]",1,344c82b2-496e-4649-89b8-39e7d60fc11d,8
765,32762,32762,"[30281, 46303]","[[30256 46278]
 [30306 46328]]",1,ae5f1b8d-95f2-40ba-927d-3df905e91235,8
764,32761,32761,"[23919, 46814]","[[23894 46789]
 [23944 46839]]",1,f4c84b8b-c148-4f8c-b9e6-0004e6cded83,8
763,32760,32760,"[22779, 46419]","[[22754 46394]
 [22804 46444]]",1,f838d768-3918-49a6-b262-d466ad9784d7,8
762,32759,32759,"[12451, 46669]","[[12426 46644]
 [12476 46694]]",1,b67e99a3-5c3b-46df-9bdc-f56698411776,8
761,32758,32758,"[77384, 46013]","[[77359 45988]
 [77409 46038]]",1,3b4e7880-c892-46b6-b1b7-eccaaf29c033,8
746,32743,32743,"[20744, 43579]","[[20719 43554]
 [20769 43604]]",1,cee03b56-031d-458e-b0fc-acba456e2589,8
758,32755,32755,"[25614, 45417]","[[25589 45392]
 [25639 45442]]",1,728d9673-97a8-414f-8afa-f193e1de4583,8
755,32752,32752,"[17632, 46020]","[[17607 45995]
 [17657 46045]]",1,7a0c5dba-8e09-469e-b6a4-19b1840f09c3,8
753,32750,32750,"[34227, 44644]","[[34202 44619]
 [34252 44669]]",1,9f890b27-e3a3-4f05-ac8d-641c012425dc,8
752,32749,32749,"[11407, 44555]","[[11382 44530]
 [11432 44580]]",1,1c72ef9c-6250-409f-b105-0321c8523611,8
750,32747,32747,"[42364, 43936]","[[42339 43911]
 [42389 43961]]",1,e006a869-07a5-4370-a936-0f68453b5f09,8
749,32746,32746,"[82746, 43771]","[[82721 43746]
 [82771 43796]]",1,1620d41d-8a56-40d4-b916-c5578c54ce9b,0
748,32745,32745,"[32758, 43657]","[[32733 43632]
 [32783 43682]]",1,24816cbc-268c-48e4-bb5b-31e1d9f95b86,8
757,32754,32754,"[26455, 45664]","[[26430 45639]
 [26480 45689]]",1,03f27ee0-876b-4989-85a5-9d7927983fd7,8
726,32722,32722,"[18119, 39350]","[[18094 39325]
 [18144 39375]]",1,bd777370-3a6e-47b4-8e24-27dda9955a9a,8
806,32805,32805,"[19793, 51752]","[[19768 51727]
 [19818 51777]]",1,29ef56fe-78aa-42c3-953b-692d58478ded,8
808,32807,32807,"[19999, 51826]","[[19974 51801]
 [20024 51851]]",1,663366a8-24a8-42c5-8572-55246cda7298,8
859,32858,32858,"[65459, 54075]","[[65434 54050]
 [65484 54100]]",1,692696d7-9be5-4bfe-a7dc-a9d3a999fbf5,8
858,32857,32857,"[60135, 54026]","[[60110 54001]
 [60160 54051]]",1,9abcda30-9d28-494d-8511-42f83a8e1391,8
857,32856,32856,"[58739, 54079]","[[58714 54054]
 [58764 54104]]",1,6a3cd2b7-8447-4c8c-bee3-eaec4a5ffd74,8
856,32855,32855,"[57739, 54058]","[[57714 54033]
 [57764 54083]]",1,23ede429-9054-4260-ba26-44bb011bcb6a,8
855,32854,32854,"[56598, 53818]","[[56573 53793]
 [56623 53843]]",1,30212c4f-6c1c-4fc9-a1b2-aea0fbdc0256,8
854,32853,32853,"[37500, 53889]","[[37475 53864]
 [37525 53914]]",1,0ba221ef-3b0c-4719-b724-8ceb9feda46c,8
860,32859,32859,"[66863, 54006]","[[66838 53981]
 [66888 54031]]",1,6a7f0d90-7cc7-4deb-a742-a7b9afb1b8e0,8
853,32852,32852,"[37548, 53975]","[[37523 53950]
 [37573 54000]]",1,3805b221-4778-4053-bd14-830769dc85cd,8
851,32850,32850,"[29084, 54079]","[[29059 54054]
 [29109 54104]]",1,8bfc3e36-01c8-401a-9c38-ac5233ea015b,8
850,32849,32849,"[85519, 53299]","[[85494 53274]
 [85544 53324]]",1,79ee7b93-3cb1-4199-b741-bd4f88dc3ff4,8
849,32848,32848,"[79890, 53306]","[[79865 53281]
 [79915 53331]]",1,bd9b8519-85ba-41d5-99fa-60c29fbf7173,8
848,32847,32847,"[58619, 53393]","[[58594 53368]
 [58644 53418]]",1,9dc2bd0c-2f8f-4f49-97e3-04b647d5b66c,8
847,32846,32846,"[58944, 53282]","[[58919 53257]
 [58969 53307]]",1,d3334ceb-d8c1-400a-9b4e-13c61ae0cbbb,8
846,32845,32845,"[57961, 53411]","[[57936 53386]
 [57986 53436]]",1,c3a60bb7-fcc7-4bcf-b84a-0b64f2399725,8
852,32851,32851,"[36874, 54286]","[[36849 54261]
 [36899 54311]]",1,1345bba5-0a4f-48ec-8807-3c55d110da7d,8
845,32844,32844,"[57756, 53371]","[[57731 53346]
 [57781 53396]]",1,6de27a7a-a98e-49dc-8129-af5cbeaf5792,8
861,32860,32860,"[67388, 53783]","[[67363 53758]
 [67413 53808]]",1,9155ba7c-ad05-44b7-8600-54f65da4a494,8
863,32862,32862,"[6245, 54903]","[[ 6220 54878]
 [ 6270 54928]]",1,c8294320-fe9e-48c4-a092-55f6f8099aef,8
878,32877,32877,"[40888, 56420]","[[40863 56395]
 [40913 56445]]",1,d8a2a27a-188d-4046-aec1-59d4a5ae67ca,8
877,32876,32876,"[40476, 56286]","[[40451 56261]
 [40501 56311]]",1,88e17a96-47cc-4106-bcab-1b2f7774eacc,0
876,32875,32875,"[37209, 56306]","[[37184 56281]
 [37234 56331]]",1,0a84ce32-2e2b-4817-93c5-41dfa58155f9,8
875,32874,32874,"[34584, 56678]","[[34559 56653]
 [34609 56703]]",1,c445230b-954b-46e8-89b0-e500075af390,8
874,32873,32873,"[66273, 55502]","[[66248 55477]
 [66298 55527]]",1,101398b6-439c-4813-974f-de5d26417e4f,8
873,32872,32872,"[63989, 55328]","[[63964 55303]
 [64014 55353]]",1,5e3506ab-1af9-4e6d-9bf6-1142210e9416,8
862,32861,32861,"[77350, 53922]","[[77325 53897]
 [77375 53947]]",1,7fca31df-d6a4-4db7-9f15-0987026c7b05,8
872,32871,32871,"[37189, 55650]","[[37164 55625]
 [37214 55675]]",1,a300ee0e-5159-4a66-b0a4-22822a6125fd,8
870,32869,32869,"[25132, 55635]","[[25107 55610]
 [25157 55660]]",1,0d23c550-88c2-4a41-a11a-ba6883af3b60,8
869,32868,32868,"[86922, 54648]","[[86897 54623]
 [86947 54673]]",1,68d0a3da-a9ef-4c6e-a486-8f887c224d5d,8
868,32867,32867,"[79923, 54876]","[[79898 54851]
 [79948 54901]]",1,f8264ff1-14e6-4361-ae9c-5b789d8080b8,8
867,32866,32866,"[57463, 54521]","[[57438 54496]
 [57488 54546]]",1,9ad1ec75-b8c3-4550-9901-79cbf59c0e96,8
865,32864,32864,"[36350, 55220]","[[36325 55195]
 [36375 55245]]",1,311297c4-e990-4702-8758-da3bdf5563a0,8
864,32863,32863,"[28046, 54835]","[[28021 54810]
 [28071 54860]]",1,4322c01f-bf2a-4823-ace6-e39c200c8a48,8
871,32870,32870,"[35418, 55693]","[[35393 55668]
 [35443 55718]]",1,3323aa0c-87d5-4579-a9ad-73f01eb143d5,8
807,32806,32806,"[19146, 52033]","[[19121 52008]
 [19171 52058]]",1,be1c3180-8fe4-4442-ad19-c18cc5c6b408,8
844,32843,32843,"[42483, 53088]","[[42458 53063]
 [42508 53113]]",1,c0b9a330-06b6-4b21-893e-f457e20a4a11,8
842,32841,32841,"[33505, 53132]","[[33480 53107]
 [33530 53157]]",1,beac5c77-8079-4c74-bf9d-5dadbf17f743,8
823,32822,32822,"[30727, 52317]","[[30702 52292]
 [30752 52342]]",1,d22c3684-a203-4397-a777-8afed3004958,0
822,32821,32821,"[28410, 52577]","[[28385 52552]
 [28435 52602]]",1,77572588-8f6b-44bc-829b-8b3e5d52be6b,0
821,32820,32820,"[25965, 52277]","[[25940 52252]
 [25990 52302]]",1,a285cb2c-3c00-421c-930a-7a2e361069f0,0
820,32819,32819,"[18339, 52568]","[[18314 52543]
 [18364 52593]]",1,e5c38d75-c1db-4f92-92a8-79a323b6be19,0
819,32818,32818,"[13149, 52462]","[[13124 52437]
 [13174 52487]]",1,8d1d028e-442b-4d27-aed2-6c9ce50c0149,0
818,32817,32817,"[9282, 52589]","[[ 9257 52564]
 [ 9307 52614]]",1,2895677b-7413-48cb-8ece-1e238fd41485,0
824,32823,32823,"[31746, 52447]","[[31721 52422]
 [31771 52472]]",1,ea928ede-4545-4b97-aa57-ac0b27a8d452,0
817,32816,32816,"[6657, 52457]","[[ 6632 52432]
 [ 6682 52482]]",1,daf4d766-4cbf-49a4-8057-4fa0581f16b6,0
815,32814,32814,"[38512, 51600]","[[38487 51575]
 [38537 51625]]",1,ddbe96d5-6d40-44d5-abd7-63475862f05d,0
814,32813,32813,"[38720, 51729]","[[38695 51704]
 [38745 51754]]",1,aad353b3-6bf0-46a5-97b3-27bbfd4d3bca,0
812,32811,32811,"[34622, 51456]","[[34597 51431]
 [34647 51481]]",1,bd5acbfb-ca8a-4758-b21f-4da949be972f,0
811,32810,32810,"[33688, 51740]","[[33663 51715]
 [33713 51765]]",1,af8914e7-7d79-428a-a340-d43f06379bc4,0
810,32809,32809,"[30060, 51717]","[[30035 51692]
 [30085 51742]]",1,94d6b96f-f94d-4a33-a9f4-764175311297,0
809,32808,32808,"[21882, 51657]","[[21857 51632]
 [21907 51682]]",1,8ba2a5b8-4b20-4be7-8100-2af815fc1441,0
816,32815,32815,"[70128, 52106]","[[70103 52081]
 [70153 52131]]",1,ff89fc89-e5c6-4f4a-8e82-af15407997e3,0
843,32842,32842,"[37150, 53300]","[[37125 53275]
 [37175 53325]]",1,d57f8687-f106-4852-bb11-f8f8899cd68a,0
825,32824,32824,"[34285, 52282]","[[34260 52257]
 [34310 52307]]",1,b7b41bd8-c2bc-4721-9fbb-916a7af337d6,0
827,32826,32826,"[38236, 52555]","[[38211 52530]
 [38261 52580]]",1,5b524d71-6a33-45d1-b185-cf1aae9fe758,0
841,32840,32840,"[31832, 53225]","[[31807 53200]
 [31857 53250]]",1,846e387f-1ab6-47fd-b9dd-6ac89a94ef8c,0
840,32839,32839,"[31277, 53621]","[[31252 53596]
 [31302 53646]]",1,aa30b474-bae4-48df-b098-1d3d274d65cb,0
839,32838,32838,"[29525, 53587]","[[29500 53562]
 [29550 53612]]",1,f0ceb1c2-1c91-489b-9133-4d0695d389fc,0
838,32837,32837,"[27021, 53511]","[[26996 53486]
 [27046 53536]]",1,9ecc0542-5f19-40e3-a0e5-8b03d2bcd920,0
837,32836,32836,"[23695, 53481]","[[23670 53456]
 [23720 53506]]",1,1fc67a68-8f50-4bc2-bd5d-767cafacf16c,0
836,32835,32835,"[21276, 53424]","[[21251 53399]
 [21301 53449]]",1,13a677f3-74de-43e0-89a8-9170ec33a05b,0
826,32825,32825,"[38353, 52514]","[[38328 52489]
 [38378 52539]]",1,81e27af0-dd35-41ef-82dc-c49a35f58afb,0
835,32834,32834,"[14665, 52994]","[[14640 52969]
 [14690 53019]]",1,22592a7a-5440-4ef4-8083-c9aff614544b,0
833,32832,32832,"[82299, 52534]","[[82274 52509]
 [82324 52559]]",1,d223efbf-f340-4df0-a6d4-a05d9ffb7634,0
832,32831,32831,"[78197, 52603]","[[78172 52578]
 [78222 52628]]",1,d57358e6-c9ca-45db-98d4-1793e9d1ad72,0
831,32830,32830,"[59975, 52772]","[[59950 52747]
 [60000 52797]]",1,fecb2e71-11bc-4931-aeba-dc329c3c1aba,0
830,32829,32829,"[57817, 52752]","[[57792 52727]
 [57842 52777]]",1,6bc46fba-b771-4a27-9e32-84af44851f80,0
829,32828,32828,"[58261, 52904]","[[58236 52879]
 [58286 52929]]",1,aaf7281a-a552-4c37-a8c8-dad524f9d039,0
828,32827,32827,"[57286, 52328]","[[57261 52303]
 [57311 52353]]",1,9a1b69c2-9a0f-494a-94f4-288efc7b9358,0
834,32833,32833,"[86008, 52494]","[[85983 52469]
 [86033 52519]]",1,a0e625f5-b2b9-46b8-9b50-230ff7ef76b1,0
879,32878,32878,"[58184, 56190]","[[58159 56165]
 [58209 56215]]",1,71149b80-93b6-4b1b-9e91-794df770cb3f,0
725,32721,32721,"[15957, 39810]","[[15932 39785]
 [15982 39835]]",1,10b9df0c-8e31-42b9-9574-503ad2a4d64c,0
723,32719,32719,"[67116, 38910]","[[67091 38885]
 [67141 38935]]",1,106b7570-9f19-4672-af79-55a8c11fed8a,0
626,32615,32615,"[27395, 29685]","[[27370 29660]
 [27420 29710]]",1,155319d9-638d-42a8-9308-7108d02dacb4,0
625,32614,32614,"[26355, 29859]","[[26330 29834]
 [26380 29884]]",1,d5d7b84f-1080-4758-b127-daa88adf1f4b,0
624,32613,32613,"[25147, 29571]","[[25122 29546]
 [25172 29596]]",1,aad37d4a-9c07-4f87-8b04-97b8594d8931,0
623,32612,32612,"[24745, 29635]","[[24720 29610]
 [24770 29660]]",1,35f7b4b0-7b40-49a5-829f-cb0f98ea9d33,0
622,32611,32611,"[21414, 29738]","[[21389 29713]
 [21439 29763]]",1,b99ccafb-bb8c-4a81-9788-3947cf1eddbe,0
621,32610,32610,"[12090, 29813]","[[12065 29788]
 [12115 29838]]",1,13271899-894a-4d2c-9b49-9e242cd04ddd,0
627,32616,32616,"[28013, 29709]","[[27988 29684]
 [28038 29734]]",1,d077074c-fb84-44d4-9ea9-f5a4f70675c0,0
620,32609,32609,"[21950, 28720]","[[21925 28695]
 [21975 28745]]",1,32633eaa-d1cb-4558-8e3c-c6340e6bc6ab,0
618,32607,32607,"[11835, 28967]","[[11810 28942]
 [11860 28992]]",1,3d0fb170-77ad-43b7-aa23-e5abaf51abf0,0
617,32606,32606,"[11763, 28999]","[[11738 28974]
 [11788 29024]]",1,77989181-3220-4cda-9bbd-94158cc3d50c,0
616,32605,32605,"[10070, 28993]","[[10045 28968]
 [10095 29018]]",1,d9c819e8-4027-4ea9-969f-601610bd36d5,0
615,32604,32604,"[8903, 28862]","[[ 8878 28837]
 [ 8928 28887]]",1,2eee9016-522b-4a41-af32-1cbff519bd56,0
614,32603,32603,"[65967, 28050]","[[65942 28025]
 [65992 28075]]",1,4963d9ee-8533-4aff-ad8a-5658afbe4961,0
613,32602,32602,"[59149, 28064]","[[59124 28039]
 [59174 28089]]",1,e6869552-027e-4066-8ec4-f53ac9ce50cf,0
619,32608,32608,"[13485, 28949]","[[13460 28924]
 [13510 28974]]",1,51806c2a-a596-4a86-ac4e-1eea3996759f,0
612,32601,32601,"[31314, 28169]","[[31289 28144]
 [31339 28194]]",1,f213d6e7-ddae-464f-ad62-0d007a90988c,0
628,32617,32617,"[47652, 29389]","[[47627 29364]
 [47677 29414]]",1,a5132a8f-4e05-4482-8677-67d54520bce1,0
630,32619,32619,"[20031, 30140]","[[20006 30115]
 [20056 30165]]",1,7183fa2b-0993-46e2-ad03-fb59b7940002,0
644,32635,32635,"[9128, 31047]","[[ 9103 31022]
 [ 9153 31072]]",1,4b523f96-0325-49ea-8c74-8f8c5ccb8d23,0
643,32634,32634,"[9210, 31236]","[[ 9185 31211]
 [ 9235 31261]]",1,2bf51be3-9d8c-476b-84b3-9fe6c016495e,0
642,32633,32633,"[7734, 31209]","[[ 7709 31184]
 [ 7759 31234]]",1,09baa9b5-135a-4dfe-bcee-f18b23260afa,0
641,32632,32632,"[7620, 31164]","[[ 7595 31139]
 [ 7645 31189]]",1,3eb74f65-25c6-4e9a-b43b-c50010f6b766,0
640,32631,32631,"[6742, 31041]","[[ 6717 31016]
 [ 6767 31066]]",1,1effd1ce-07e8-42e1-86ad-36143a4ece21,0
639,32630,32630,"[18160, 30683]","[[18135 30658]
 [18185 30708]]",1,415a36d2-0a80-4b20-831e-882b3c60762b,0
629,32618,32618,"[14529, 30559]","[[14504 30534]
 [14554 30584]]",1,103ac248-4576-4eef-bc8b-ebaa2f5bc259,0
638,32629,32629,"[13210, 30276]","[[13185 30251]
 [13235 30301]]",1,409d7474-8413-463d-98b0-985f290ab33e,0
636,32627,32627,"[4283, 30461]","[[ 4258 30436]
 [ 4308 30486]]",1,85f2afd7-6048-4141-9c1c-a0f2f2e33315,0
635,32626,32626,"[80986, 29524]","[[80961 29499]
 [81011 29549]]",1,07bc29cb-33f8-493f-a03e-1bb97556dd69,0
634,32625,32625,"[75826, 29762]","[[75801 29737]
 [75851 29787]]",1,3e8080fd-44a0-4b8e-bf25-7f74269a7a71,0
633,32622,32622,"[30340, 30160]","[[30315 30135]
 [30365 30185]]",1,d7e3e23f-4f90-4e0d-8a20-2ffaf957bdc1,0
632,32621,32621,"[29374, 30512]","[[29349 30487]
 [29399 30537]]",1,a31ba8e7-fd17-45d6-b3f6-2c4edb7576f5,0
631,32620,32620,"[21261, 30558]","[[21236 30533]
 [21286 30583]]",1,38d04681-9f7b-482d-bd94-6d30477955f2,0
637,32628,32628,"[13388, 30284]","[[13363 30259]
 [13413 30309]]",1,c0ba3061-bcda-4da3-b194-31f774484454,0
645,32636,32636,"[11669, 31213]","[[11644 31188]
 [11694 31238]]",1,b58a5474-34b3-4317-86ed-5761df26c774,0
611,32600,32600,"[29324, 28272]","[[29299 28247]
 [29349 28297]]",1,96160c25-209e-46cb-a99e-6023c668fa46,0
609,32598,32598,"[24356, 28029]","[[24331 28004]
 [24381 28054]]",1,9d31abe3-2753-4a3f-a33e-e71a0e4aa5ef,0
590,32579,32579,"[42346, 26687]","[[42321 26662]
 [42371 26712]]",1,282d6031-0daf-41b4-9c91-1ce1e409972c,0
589,32578,32578,"[27449, 26585]","[[27424 26560]
 [27474 26610]]",1,eebcdf61-35da-4212-ae73-9dfb63a19649,0
1176,33178,33178,"[20434, 81616]","[[20409 81591]
 [20459 81641]]",1,46f7b40f-3514-4a79-84c0-869fffe889f7,0
587,32576,32576,"[17667, 26427]","[[17642 26402]
 [17692 26452]]",1,312a513c-c7cb-479f-85ba-5862b4c074d2,0
586,32575,32575,"[55224, 25392]","[[55199 25367]
 [55249 25417]]",1,74438027-1861-43b8-8139-3b07afe03da9,0
585,32574,32574,"[44045, 25488]","[[44020 25463]
 [44070 25513]]",1,ab31ecd6-4d72-488b-b01d-c1d033b2453b,0
591,32580,32580,"[67883, 26633]","[[67858 26608]
 [67908 26658]]",1,93b5e795-2631-4bbc-9842-3e0cd0e2cc73,0
584,32573,32573,"[37034, 25930]","[[37009 25905]
 [37059 25955]]",1,79142d09-caab-4974-987e-5f6161356eb1,0
582,32571,32571,"[26091, 25711]","[[26066 25686]
 [26116 25736]]",1,464a8719-c46d-4841-9e3e-504ba7cb3e24,0
581,32570,32570,"[15246, 25514]","[[15221 25489]
 [15271 25539]]",1,9d3a6bc8-f3a7-4845-b5a8-3e6b0d7f3393,0
580,32569,32569,"[12420, 25920]","[[12395 25895]
 [12445 25945]]",1,76f9fe39-4187-409d-b368-d8c6fa872327,0
579,32568,32568,"[12840, 25692]","[[12815 25667]
 [12865 25717]]",1,eb14552b-62c2-4d4d-a37f-5a324c2f26a4,0
578,32567,32567,"[11068, 25903]","[[11043 25878]
 [11093 25928]]",1,a39b0cb0-7056-469a-a3bf-a2a01bb6625f,0
577,32566,32566,"[9424, 25413]","[[ 9399 25388]
 [ 9449 25438]]",1,b63fdc48-0710-4c91-8db7-4d625c3cad77,0
583,32572,32572,"[32968, 25482]","[[32943 25457]
 [32993 25507]]",1,4553a2f5-b52d-4f01-b057-174dd905abfc,0
610,32599,32599,"[27940, 27898]","[[27915 27873]
 [27965 27923]]",1,3f5df95f-fac5-4b1b-99c9-d67851d8fe87,0
592,32581,32581,"[77599, 26651]","[[77574 26626]
 [77624 26676]]",1,16aa57d6-fd44-48d6-985c-4a2cf84ddf04,0
594,32583,32583,"[12880, 27002]","[[12855 26977]
 [12905 27027]]",1,234c017e-f3e9-4852-8bd3-68d7f7ee915a,0
608,32597,32597,"[23659, 27741]","[[23634 27716]
 [23684 27766]]",1,d2645ecc-5435-4417-ad05-6d9205dfa29d,0
607,32596,32596,"[14071, 27819]","[[14046 27794]
 [14096 27844]]",1,3200d243-995d-4844-b790-aa03fd73a9ca,0
606,32595,32595,"[12542, 27912]","[[12517 27887]
 [12567 27937]]",1,1a971b17-560e-4419-a9f1-83635bfe70e0,0
605,32594,32594,"[11962, 28329]","[[11937 28304]
 [11987 28354]]",1,6f8c5fac-f645-46c9-84f9-90c388e31569,0
