,key,uid,ctr,coord,lbl,guid,subcl
267,18166,18166,"[83088, 44076]","[[83063 44051]
 [83113 44101]]",1,4e7c2ae3-05ea-4c16-9b37-c3f8fe6b2d91,8
269,18168,18168,"[90636, 44343]","[[90611 44318]
 [90661 44368]]",1,896b3b7a-d016-4281-b41a-5b223a85cf7b,8
292,18191,18191,"[35891, 47732]","[[35866 47707]
 [35916 47757]]",1,6f1acf7f-e9fe-4caf-97cd-86ba5eeb0cb8,8
433,31107,31107,"[62329, 22056]","[[62304 22031]
 [62354 22081]]",1,d8c5d847-f4e3-49ad-a8bf-2cd9b113d274,8
290,18189,18189,"[31244, 47390]","[[31219 47365]
 [31269 47415]]",1,c5aba8e4-bcbc-4a30-896a-d6a49272f403,8
289,18188,18188,"[31219, 47306]","[[31194 47281]
 [31244 47331]]",1,2c981a15-5d53-4efd-b0b8-3d1f6d393a21,8
287,18186,18186,"[73556, 46561]","[[73531 46536]
 [73581 46586]]",1,1dfdf8fb-8b82-4a7f-9172-790f827dd04c,8
286,18185,18185,"[90626, 45902]","[[90601 45877]
 [90651 45927]]",1,bc192ab6-56d9-402a-9446-a0a2c2c71384,8
435,31109,31109,"[61801, 22617]","[[61776 22592]
 [61826 22642]]",1,b9074232-6390-4f7e-beca-088df8d54661,8
436,31110,31110,"[62353, 22881]","[[62328 22856]
 [62378 22906]]",1,50d74d40-f439-4ace-82d6-02ba25bbe569,8
437,31111,31111,"[63385, 22638]","[[63360 22613]
 [63410 22663]]",1,73b76940-d9c4-46f1-a701-793259f87e32,8
268,18167,18167,"[89009, 44360]","[[88984 44335]
 [89034 44385]]",1,0977208c-01e2-4aed-8a0e-9fcb955d78ac,8
282,18181,18181,"[95329, 45395]","[[95304 45370]
 [95354 45420]]",1,fe048c9c-c160-446f-8952-7cbcb6c5e0fb,8
280,18179,18179,"[90731, 45036]","[[90706 45011]
 [90756 45061]]",1,38033700-3848-4e8c-83c0-dbc184b2a7ec,8
279,18178,18178,"[80028, 44887]","[[80003 44862]
 [80053 44912]]",1,180f0192-f6bd-4186-8159-58c496841ebf,8
278,18177,18177,"[72958, 44815]","[[72933 44790]
 [72983 44840]]",1,515d1558-8e26-41bc-959f-2afb240bb8fc,8
438,31112,31112,"[66385, 22525]","[[66360 22500]
 [66410 22550]]",1,97fa1e2d-f58f-4957-a198-b4679371d820,8
439,31113,31113,"[66833, 22677]","[[66808 22652]
 [66858 22702]]",1,308b07b4-865b-4766-a20c-9addcae24b8f,8
274,18173,18173,"[33301, 44941]","[[33276 44916]
 [33326 44966]]",1,71386294-1051-4e49-bac5-80fd3143c723,8
273,18172,18172,"[31956, 45216]","[[31931 45191]
 [31981 45241]]",1,e31dbbb3-24ab-4aec-b02a-39128aeebb6c,8
271,18170,18170,"[109933, 44035]","[[109908  44010]
 [109958  44060]]",1,35d56f72-fd4a-42c5-86e6-593dd415a180,8
270,18169,18169,"[89984, 43855]","[[89959 43830]
 [90009 43880]]",1,ea7f35b8-008b-4576-b0e5-47c28465c1e6,8
281,18180,18180,"[95042, 45269]","[[95017 45244]
 [95067 45294]]",1,7798e99a-a021-4b30-9719-c58131ccf85a,8
432,31106,31106,"[60041, 22002]","[[60016 21977]
 [60066 22027]]",1,6641e040-f670-4060-9a9c-48cd0eda33b9,8
243,18142,18142,"[106607, 39536]","[[106582  39511]
 [106632  39561]]",1,94810d65-a5c1-4ef0-875d-b3a8a4d21985,8
241,18140,18140,"[107383, 39877]","[[107358  39852]
 [107408  39902]]",1,f62e55e1-3abf-48b1-9f20-1480531c2e48,8
212,18111,18111,"[86525, 36249]","[[86500 36224]
 [86550 36274]]",1,1f22b008-fb1c-4453-a4da-b25b33a9d7dc,8
459,31134,31134,"[65772, 33021]","[[65747 32996]
 [65797 33046]]",1,d21b169c-0bc4-48f9-a80d-8da48aa0f994,8
210,18109,18109,"[67512, 36565]","[[67487 36540]
 [67537 36590]]",1,6c02c081-14d6-4c08-92b5-b55f75e51193,8
209,18108,18108,"[65267, 36747]","[[65242 36722]
 [65292 36772]]",1,202d0129-d462-4f3d-a401-e067fa25fe4f,8
460,31135,31135,"[63416, 33479]","[[63391 33454]
 [63441 33504]]",1,f1ebb460-a65d-4dc0-9a2d-acb466a307fd,8
207,18104,18104,"[106296, 35233]","[[106271  35208]
 [106321  35258]]",1,1d11578c-3017-46e7-b927-df55db91b063,8
206,18103,18103,"[96996, 34587]","[[96971 34562]
 [97021 34612]]",1,84a386d0-8c65-4c1f-af17-1ee93eedc161,8
205,18102,18102,"[96006, 35045]","[[95981 35020]
 [96031 35070]]",1,46a3ca6b-500c-4b31-891c-b32b2d4acb46,8
204,18101,18101,"[96155, 35076]","[[96130 35051]
 [96180 35101]]",1,580618cc-a910-49d7-8091-dc59b12831ee,8
213,18112,18112,"[92172, 36824]","[[92147 36799]
 [92197 36849]]",1,8e416b43-551c-4cd1-9e1d-e6f1ef6cb331,8
461,31136,31136,"[99665, 34521]","[[99640 34496]
 [99690 34546]]",1,a155ad95-3f8a-496a-a9c1-01690ceda508,8
201,18098,18098,"[84475, 35340]","[[84450 35315]
 [84500 35365]]",1,d802d790-16bc-4c89-9ce8-8887486f9e31,8
462,31137,31137,"[95632, 35405]","[[95607 35380]
 [95657 35430]]",1,e6f4eac2-b48a-49ff-9125-c8ad3fb8ece4,8
199,18096,18096,"[71273, 34749]","[[71248 34724]
 [71298 34774]]",1,a8a95ba0-3588-4b12-a019-18ddd2a8fa09,8
198,18095,18095,"[72409, 34906]","[[72384 34881]
 [72434 34931]]",1,07ec7ba0-1542-4eaf-978e-bd1cc24df524,8
197,18094,18094,"[94455, 34123]","[[94430 34098]
 [94480 34148]]",1,0c3bddb4-0961-4c66-92d6-e80297c855e5,8
392,18291,18291,"[27466, 64041]","[[27441 64016]
 [27491 64066]]",1,8870b0c4-2b56-4b0c-9ad7-400ebf8ff81d,8
464,31139,31139,"[74799, 37118]","[[74774 37093]
 [74824 37143]]",1,5fc1d367-008f-45c4-a559-6b57617c178b,8
194,18090,18090,"[65496, 34061]","[[65471 34036]
 [65521 34086]]",1,2413abb9-f4f4-4a73-a7a5-36fec1163c4e,8
193,18089,18089,"[65631, 34355]","[[65606 34330]
 [65656 34380]]",1,e04c8c7c-f97d-419e-be58-2a253f1f7ffe,8
202,18099,18099,"[84520, 35260]","[[84495 35235]
 [84545 35285]]",1,3f631b78-ce15-4213-93e1-b05b675a3b27,8
242,18141,18141,"[106738, 39774]","[[106713  39749]
 [106763  39799]]",1,76922c85-8d0e-4f35-9770-4b86861e012d,8
214,18113,18113,"[100386, 36616]","[[100361  36591]
 [100411  36641]]",1,a1cbdf10-1295-4e39-a169-d0a268ac8ae4,8
217,18116,18116,"[67200, 36947]","[[67175 36922]
 [67225 36972]]",1,0a7098b5-2999-4f4f-963f-a5765b600ba7,8
240,18139,18139,"[107326, 39709]","[[107301  39684]
 [107351  39734]]",1,75747836-61ca-4b79-86ce-ad78359bfd49,8
451,31126,31126,"[110881, 28392]","[[110856  28367]
 [110906  28417]]",1,c26def1b-c03a-4b70-871f-2b3a78f80910,8
238,18137,18137,"[66312, 39454]","[[66287 39429]
 [66337 39479]]",1,9e9ccd6a-5b4a-4e4e-8794-48824dd91396,8
453,31128,31128,"[61339, 29961]","[[61314 29936]
 [61364 29986]]",1,3b495f16-461f-422c-9955-d36a4c1c373d,8
454,31129,31129,"[94072, 29739]","[[94047 29714]
 [94097 29764]]",1,6d9b588c-c8ae-4392-9e2f-b7f0546a384c,8
455,31130,31130,"[103191, 29766]","[[103166  29741]
 [103216  29791]]",1,a30531ab-af2c-4cda-bb10-c57037c046ef,8
233,18132,18132,"[93441, 38683]","[[93416 38658]
 [93466 38708]]",1,a84ce637-56d4-455c-a0ad-a2b874348be5,8
231,18130,18130,"[66015, 38585]","[[65990 38560]
 [66040 38610]]",1,ec260b46-5ffa-4c94-a277-d2aa3ef68ef3,8
229,18128,18128,"[85978, 37838]","[[85953 37813]
 [86003 37863]]",1,3a1023ae-095c-42f2-a51e-739fb2c60598,8
216,18115,18115,"[109902, 36656]","[[109877  36631]
 [109927  36681]]",1,dfb02727-19bc-4d32-8dc2-a0424c53070c,8
228,18127,18127,"[85759, 38169]","[[85734 38144]
 [85784 38194]]",1,f418c5ae-2505-451b-b18f-ca38325193c3,8
226,18125,18125,"[73754, 38023]","[[73729 37998]
 [73779 38048]]",1,2b61873c-52db-4020-9d7d-2ec09b466c86,8
225,18124,18124,"[73739, 38048]","[[73714 38023]
 [73764 38073]]",1,a9ef93de-ec46-4cd4-b6b4-070be0215ece,8
224,18123,18123,"[70820, 37801]","[[70795 37776]
 [70845 37826]]",1,f2d9be8e-0fc1-4e66-b7e8-bd6a21cecbdd,8
223,18122,18122,"[70980, 37921]","[[70955 37896]
 [71005 37946]]",1,18b2cacd-7c52-4da0-a116-f7eb34a8d542,8
222,18121,18121,"[94664, 37410]","[[94639 37385]
 [94689 37435]]",1,c09a81ce-1d8a-4eff-a72f-ad9d49109e73,8
221,18120,18120,"[81180, 37287]","[[81155 37262]
 [81205 37312]]",1,6d03909b-d987-4c32-abfb-d2cd2f51cf5f,8
220,18119,18119,"[77809, 37448]","[[77784 37423]
 [77834 37473]]",1,49e177c3-fe86-4972-ac4f-b8eac917c64a,8
219,18118,18118,"[70855, 37031]","[[70830 37006]
 [70880 37056]]",1,4bd9b083-d54d-4932-99d8-960095b57457,8
218,18117,18117,"[70903, 36998]","[[70878 36973]
 [70928 37023]]",1,4492fdf6-7865-484d-ac47-e1a207c77d2f,8
227,18126,18126,"[82765, 37746]","[[82740 37721]
 [82790 37771]]",1,2aca3320-99a4-48ec-a2c2-3cf51a7e6b31,8
465,31140,31140,"[77523, 39316]","[[77498 39291]
 [77548 39341]]",1,7a098448-431e-4f6c-8681-b7f723360c69,8
294,18193,18193,"[37670, 47202]","[[37645 47177]
 [37695 47227]]",1,bae0470e-87c1-4e6b-8c96-d1baf66fcfb6,8
296,18195,18195,"[38954, 47219]","[[38929 47194]
 [38979 47244]]",1,953bd68a-195f-4186-a684-02d28305b745,8
400,31073,31073,"[92016, 6751]","[[91991  6726]
 [92041  6776]]",1,c4e78d2f-6e0c-4d78-abe0-10e18c90500f,8
366,18265,18265,"[29702, 57194]","[[29677 57169]
 [29727 57219]]",1,dfb3aea2-4d0b-4ba6-ae0e-7215aef9e07a,8
365,18264,18264,"[27241, 57440]","[[27216 57415]
 [27266 57465]]",1,9f9360ae-af3a-4b18-9cd3-10150fc8e950,8
364,18263,18263,"[33761, 56668]","[[33736 56643]
 [33786 56693]]",1,bdcb6ce5-8739-4354-8d6f-dfc75a2b5f38,8
363,18262,18262,"[29999, 56753]","[[29974 56728]
 [30024 56778]]",1,8847aa4f-23e3-4161-a3bb-8b9f70984f3c,8
401,31074,31074,"[88998, 8271]","[[88973  8246]
 [89023  8296]]",1,78aa9f18-ea34-4132-bd39-12271c815e48,8
403,31077,31077,"[91754, 8316]","[[91729  8291]
 [91779  8341]]",1,ce84f207-0f52-455b-aeab-8650ec8ae609,8
404,31078,31078,"[103562, 7932]","[[103537   7907]
 [103587   7957]]",1,7d159276-a4e8-4477-8e35-d329afff87ca,8
358,18257,18257,"[39121, 55469]","[[39096 55444]
 [39146 55494]]",1,a7139393-3c00-4d97-a6a2-7a80dd532b44,0
368,18267,18267,"[40706, 57908]","[[40681 57883]
 [40731 57933]]",1,191f2f5c-b296-4fb5-ad40-4f4b7d8d1b91,0
405,31079,31079,"[87304, 8855]","[[87279  8830]
 [87329  8880]]",1,2cffa08d-06ec-4014-aa30-35bd4ffc1a01,0
355,18254,18254,"[38555, 54593]","[[38530 54568]
 [38580 54618]]",1,5a30f50c-c502-46a4-ae09-bce5dbbfebc7,0
407,31081,31081,"[94322, 9132]","[[94297  9107]
 [94347  9157]]",1,1b97af6e-9a3e-420a-8fd2-31465369ecb3,0
408,31082,31082,"[91180, 9954]","[[91155  9929]
 [91205  9979]]",1,263eae1f-00e6-43f6-a1a2-bb9d3ee75e6d,0
352,18251,18251,"[38094, 53583]","[[38069 53558]
 [38119 53608]]",1,d981bcf7-4754-4a83-b857-edbe5e5b1404,0
351,18250,18250,"[26317, 53235]","[[26292 53210]
 [26342 53260]]",1,712416d0-8d77-4adc-a906-621887c53185,0
409,31083,31083,"[101806, 9851]","[[101781   9826]
 [101831   9876]]",1,e12d4945-ce19-424c-b056-0ae9a36da33b,0
349,18248,18248,"[85738, 52419]","[[85713 52394]
 [85763 52444]]",1,c3b6e8e5-a836-440a-81ea-1afa9e68dffa,0
410,31084,31084,"[78581, 10355]","[[78556 10330]
 [78606 10380]]",1,fe2d4b41-c38a-4eaf-86a7-7c2a7afd27cc,0
411,31085,31085,"[83851, 10105]","[[83826 10080]
 [83876 10130]]",1,a2bf222f-0456-4033-8e8f-79834d8397e9,0
406,31080,31080,"[89892, 8850]","[[89867  8825]
 [89917  8875]]",1,3f4c40b6-90a1-4d81-8170-f79c9ecae3af,0
346,18245,18245,"[29533, 52488]","[[29508 52463]
 [29558 52513]]",1,e527c9ae-0277-4482-b2e7-4eefca8dcd22,0
369,18268,18268,"[46327, 57975]","[[46302 57950]
 [46352 58000]]",1,f93b8ca3-f619-4907-95ef-c986e599c04e,0
371,18270,18270,"[43208, 58382]","[[43183 58357]
 [43233 58407]]",1,b9ce1bec-7f43-4dc6-ae2d-f8368b71f026,0
391,18290,18290,"[27568, 64522]","[[27543 64497]
 [27593 64547]]",1,d9968e7e-f79c-486d-991d-640137305967,0
390,18289,18289,"[27437, 64456]","[[27412 64431]
 [27462 64481]]",1,202533f0-eefc-4c87-a78d-de6adbf078f8,0
389,18288,18288,"[27458, 64507]","[[27433 64482]
 [27483 64532]]",1,92e3b0c3-b848-4183-9e2a-361eb7f582a1,0
388,18287,18287,"[42120, 63354]","[[42095 63329]
 [42145 63379]]",1,6e6dd8d2-1ea4-4042-b1bf-a766ba55e9f7,0
387,18286,18286,"[42758, 62814]","[[42733 62789]
 [42783 62839]]",1,e143f48d-dfa8-4f1f-9875-e704aa08663f,0
386,18285,18285,"[43958, 62684]","[[43933 62659]
 [43983 62709]]",1,4f1ee398-b5ef-4788-8a9d-d5b8c8c196e4,0
385,18284,18284,"[62393, 74972]","[[62368 74947]
 [62418 74997]]",1,48ee2241-8f66-460c-b270-284a92241f9e,0
384,18283,18283,"[62353, 74855]","[[62328 74830]
 [62378 74880]]",1,81cb609f-d6a1-4118-bf78-276abbafbe97,0
383,18282,18282,"[62451, 74976]","[[62426 74951]
 [62476 75001]]",1,760689ae-1255-4676-b822-b376846cbff2,0
399,31072,31072,"[98440, 5883]","[[98415  5858]
 [98465  5908]]",1,9b861dd8-3cf5-4490-9574-9a6ef3d9e315,0
382,18281,18281,"[51944, 73644]","[[51919 73619]
 [51969 73669]]",1,25aec885-29d2-42c3-acc0-eaed19bc7eea,0
380,18279,18279,"[51872, 73336]","[[51847 73311]
 [51897 73361]]",1,7b5be04e-6a1e-4d5a-bd1b-19025c538a09,0
379,18278,18278,"[51842, 73297]","[[51817 73272]
 [51867 73322]]",1,1a834b40-0621-47ef-acd0-cc584e3926ae,0
394,18293,18293,"[27310, 63715]","[[27285 63690]
 [27335 63740]]",1,b5c2d55e-f98e-4525-97e2-21f611b3f62d,0
395,18294,18294,"[27277, 63811]","[[27252 63786]
 [27302 63836]]",1,e1ebd912-1b83-48f2-b4cf-5709962b05f3,0
376,18275,18275,"[31846, 59928]","[[31821 59903]
 [31871 59953]]",1,c007b406-99b3-46ee-85a5-72569cc1762d,0
375,18274,18274,"[45197, 59174]","[[45172 59149]
 [45222 59199]]",1,cc526e5f-be26-4006-9c2a-8e1906d5ca8c,0
396,18295,18295,"[26757, 65257]","[[26732 65232]
 [26782 65282]]",1,5a267327-c9c6-428d-9e16-b1d4cd60322c,0
397,18296,18296,"[27269, 66024]","[[27244 65999]
 [27294 66049]]",1,e592249f-e1c7-4c63-bbb1-a7714e4ebaf8,0
398,31071,31071,"[95673, 5352]","[[95648  5327]
 [95698  5377]]",1,4cf1d0d5-39b5-4bc3-83d3-616eb4c026da,0
381,18280,18280,"[51912, 73421]","[[51887 73396]
 [51937 73446]]",1,3c060506-2a1d-4266-945f-3bf498911330,0
295,18194,18194,"[38348, 47575]","[[38323 47550]
 [38373 47600]]",1,74de0ad6-77ce-4abd-bd59-afe2a9771fa2,0
412,31086,31086,"[94947, 10689]","[[94922 10664]
 [94972 10714]]",1,45de0818-c0a3-4c14-9173-7f8e906035d2,0
413,31087,31087,"[81568, 10953]","[[81543 10928]
 [81593 10978]]",1,c8365ae8-ee8c-4796-bcd1-ab70a0f3c456,0
421,31095,31095,"[94879, 11934]","[[94854 11909]
 [94904 11959]]",1,67969062-2e6c-4cb2-adbf-2328b240e2a1,0
315,18214,18214,"[28990, 50557]","[[28965 50532]
 [29015 50582]]",1,876ddfc5-7591-4f65-ac5a-3bc109b42ac3,0
424,31098,31098,"[73495, 13415]","[[73470 13390]
 [73520 13440]]",1,52bfa98e-611b-4461-8a11-a24e575f2d7f,0
313,18212,18212,"[94377, 49233]","[[94352 49208]
 [94402 49258]]",1,f8d86d0d-163b-465e-823d-e2b67d5b5d3a,0
312,18211,18211,"[94981, 49702]","[[94956 49677]
 [95006 49727]]",1,0aa3b60b-a125-4733-ac46-31adf27b2787,0
425,31099,31099,"[73408, 13440]","[[73383 13415]
 [73433 13465]]",1,f514e8c2-e11e-4cee-8b98-36b1dfd7c9dd,0
426,31100,31100,"[100415, 15795]","[[100390  15770]
 [100440  15820]]",1,0c7f38b3-5790-4ebc-9f30-8802d07708a0,0
427,31101,31101,"[73312, 16550]","[[73287 16525]
 [73337 16575]]",1,0aac3b4d-e758-48af-be5f-9bb638c2a103,0
428,31102,31102,"[85980, 16953]","[[85955 16928]
 [86005 16978]]",1,a9a3d2b3-4a50-452f-b797-f437ad6fa118,0
319,18218,18218,"[77276, 49904]","[[77251 49879]
 [77301 49929]]",1,7ccb7dd0-7f67-48dc-baab-0ec131f3ee76,0
429,31103,31103,"[92132, 17565]","[[92107 17540]
 [92157 17590]]",1,09e43d1f-4ace-4ecb-a219-f07381271e71,0
305,18204,18204,"[99295, 48419]","[[99270 48394]
 [99320 48444]]",1,739146ed-3392-4a17-9b24-517d91765286,0
304,18203,18203,"[101028, 48246]","[[101003  48221]
 [101053  48271]]",1,4183d781-a922-4fa7-9860-57c71e94138e,0
303,18202,18202,"[91727, 48023]","[[91702 47998]
 [91752 48048]]",1,b2f0cf2d-84be-4ff0-8499-dd9bffc162d6,0
431,31105,31105,"[106003, 21247]","[[105978  21222]
 [106028  21272]]",1,2a4c6b3f-a1a3-426e-a2bd-ef24be900d12,0
301,18200,18200,"[77255, 48370]","[[77230 48345]
 [77280 48395]]",1,a11f20a7-5f19-4296-b416-8140f3995157,0
300,18199,18199,"[99988, 47341]","[[ 99963  47316]
 [100013  47366]]",1,1fbf900e-3787-4b83-a2f0-461a61e853d5,0
299,18198,18198,"[96630, 47461]","[[96605 47436]
 [96655 47486]]",1,9fa645f6-71fd-4c1b-be11-46fdbcfc0c3a,0
298,18197,18197,"[78666, 47308]","[[78641 47283]
 [78691 47333]]",1,a2952e0a-fe17-4cb8-872a-22528ecbc548,0
297,18196,18196,"[70351, 47506]","[[70326 47481]
 [70376 47531]]",1,420e497f-39ff-4b60-8c4d-21dce4eba851,0
430,31104,31104,"[114028, 19567]","[[114003  19542]
 [114053  19592]]",1,ae980c19-223d-4bc9-a949-df5c3ac8433a,0
344,18243,18243,"[26795, 52309]","[[26770 52284]
 [26820 52334]]",1,5d16d475-fb5d-4c17-9413-c55d5abea963,0
420,31094,31094,"[89931, 11654]","[[89906 11629]
 [89956 11679]]",1,c5a90021-379a-4dc1-97cd-13fa05891eb7,0
322,18221,18221,"[82854, 50334]","[[82829 50309]
 [82879 50359]]",1,63e97313-eb2c-4ba6-a065-6ea6c350c03f,0
414,31088,31088,"[98570, 11490]","[[98545 11465]
 [98595 11515]]",1,db7d3b80-2048-457d-bfe3-f9461a73f849,0
341,18240,18240,"[85894, 51089]","[[85869 51064]
 [85919 51114]]",1,966aed8a-2e56-485c-907f-565862687efe,0
340,18239,18239,"[86091, 50952]","[[86066 50927]
 [86116 50977]]",1,56e3bfb3-8abf-451a-a93a-f3ffdc193601,0
339,18238,18238,"[84025, 51426]","[[84000 51401]
 [84050 51451]]",1,93438465-b10a-4f67-8039-6ace874d4e13,0
415,31089,31089,"[56490, 12548]","[[56465 12523]
 [56515 12573]]",1,1d9a7825-fd39-4953-8431-cc047cc246ed,0
337,18236,18236,"[80773, 50918]","[[80748 50893]
 [80798 50943]]",1,713d0e5b-ad80-47ef-9184-1db5f194c69d,0
336,18235,18235,"[82038, 50782]","[[82013 50757]
 [82063 50807]]",1,fcce8854-3c95-4f9c-a067-84a5877ca37b,0
416,31090,31090,"[54404, 14351]","[[54379 14326]
 [54429 14376]]",1,2b0db0c5-b2d8-4b4e-9893-595b51edfc5e,0
334,18233,18233,"[34916, 51407]","[[34891 51382]
 [34941 51432]]",1,cc83411c-8249-4a25-8804-2100f774e1b0,0
321,18220,18220,"[81657, 50036]","[[81632 50011]
 [81682 50061]]",1,ad7d2301-4e44-4152-b9a8-93d92ab445f0,0
333,18232,18232,"[32207, 50890]","[[32182 50865]
 [32232 50915]]",1,8f1fecf3-0da9-44b9-805f-00e00b45dd17,0
331,18230,18230,"[32310, 51085]","[[32285 51060]
 [32335 51110]]",1,9af72a1f-46da-4052-9191-a441bfe72aaa,0
330,18229,18229,"[32253, 51017]","[[32228 50992]
 [32278 51042]]",1,a4778d69-cf3b-43fe-a48a-d7da208f8d71,0
417,31091,31091,"[54826, 13835]","[[54801 13810]
 [54851 13860]]",1,be2a6e82-5be7-449d-9f5f-50b4cbb9f86f,0
328,18227,18227,"[30824, 50709]","[[30799 50684]
 [30849 50734]]",1,c9c5beb5-e027-4d95-8509-d3f9e0b5b908,0
327,18226,18226,"[30653, 50940]","[[30628 50915]
 [30678 50965]]",1,0c258122-c0fd-4d22-9aff-4a1ea33e72ec,0
418,31092,31092,"[53552, 15675]","[[53527 15650]
 [53577 15700]]",1,0a0d8525-61d8-4059-a04e-d39896a05412,0
419,31093,31093,"[53311, 15775]","[[53286 15750]
 [53336 15800]]",1,a1aa3495-d848-49b1-b2f4-2eb22381e323,0
324,18223,18223,"[96649, 50553]","[[96624 50528]
 [96674 50578]]",1,d2657bf9-98a0-4292-8a97-12c2c43f9cb4,0
323,18222,18222,"[86660, 50102]","[[86635 50077]
 [86685 50127]]",1,58adf97c-0914-43ff-9b70-3159ff02ff0e,0
332,18231,18231,"[31885, 50915]","[[31860 50890]
 [31910 50940]]",1,62c98916-c53c-4e67-adbd-046c426c2d2c,0
466,31141,31141,"[87134, 39439]","[[87109 39414]
 [87159 39464]]",1,7b5a759e-383c-4082-a76b-58f50013ec38,0
463,31138,31138,"[66442, 36859]","[[66417 36834]
 [66467 36884]]",1,ebcd144a-d8af-4739-845f-7b48aeefb5e0,0
467,31142,31142,"[111411, 39242]","[[111386  39217]
 [111436  39267]]",1,302330b5-b6f6-463e-b442-271534a11b74,0
71,17962,17962,"[86041, 12167]","[[86016 12142]
 [86066 12192]]",1,18014070-d633-4f1a-9690-3e2e9d7351c5,0
70,17961,17961,"[86018, 11990]","[[85993 11965]
 [86043 12015]]",1,133d5a7b-c8d5-469c-9f44-08188157a519,0
495,31171,31171,"[34050, 57015]","[[34025 56990]
 [34075 57040]]",1,320afbc7-1256-44ad-96a1-b23e781d9f9b,0
68,17959,17959,"[83684, 12178]","[[83659 12153]
 [83709 12203]]",1,5903b306-4f20-4258-8a16-64dcea61e04f,0
67,17958,17958,"[78224, 11878]","[[78199 11853]
 [78249 11903]]",1,0172ce1d-9658-4935-b069-deb01c472eae,0
66,17957,17957,"[108021, 11350]","[[107996  11325]
 [108046  11375]]",1,b506c348-238d-42be-98f3-2121aadc2ca2,0
65,17956,17956,"[101021, 11146]","[[100996  11121]
 [101046  11171]]",1,b6078325-a9b0-44fd-a18e-1fc4085d3304,0
64,17955,17955,"[102291, 11082]","[[102266  11057]
 [102316  11107]]",1,106e69ae-e405-435b-8822-1100557f5394,0
496,31172,31172,"[28516, 57722]","[[28491 57697]
 [28541 57747]]",1,3e9f8799-75b0-424d-8ecb-ae8dddd6a99d,0
72,17963,17963,"[97280, 11639]","[[97255 11614]
 [97305 11664]]",1,63bc7183-3391-4d4b-af0c-62f2279a9d63,0
62,17953,17953,"[99836, 11083]","[[99811 11058]
 [99861 11108]]",1,37574dce-04a7-48e3-affe-267a5ec506a6,0
