,key,uid,ctr,coord,lbl,guid,subcl
246,39905,39905,"[18268, 10717]","[[18243 10692]
 [18293 10742]]",1,103ca1dc-2c1c-49eb-8cde-7411da38c263,8
253,39915,39915,"[9572, 14134]","[[ 9547 14109]
 [ 9597 14159]]",1,ac14f777-44d1-445a-8e47-1e0c6bd1fcba,8
264,39926,39926,"[16120, 17027]","[[16095 17002]
 [16145 17052]]",1,09da3cac-822c-4ad6-b14d-398c21e74808,8
265,39927,39927,"[18395, 17182]","[[18370 17157]
 [18420 17207]]",1,32e106e4-c92d-4021-82ef-bdcb88a4d682,8
266,39928,39928,"[45999, 17433]","[[45974 17408]
 [46024 17458]]",1,d7c2bc95-c72c-43a3-9dbf-cf4ae0efff03,8
283,39945,39945,"[31627, 21234]","[[31602 21209]
 [31652 21259]]",1,8dc7d789-cd4e-434a-be97-c27f7a941c38,8
282,39944,39944,"[29973, 21472]","[[29948 21447]
 [29998 21497]]",1,45ccd219-be9c-4cf6-9106-41e3c086fb8c,8
281,39943,39943,"[27821, 20989]","[[27796 20964]
 [27846 21014]]",1,adfc425f-fbba-4e21-8032-865faf590d8d,8
280,39942,39942,"[21947, 21470]","[[21922 21445]
 [21972 21495]]",1,e0887871-635f-44ae-a526-33935080f277,8
279,39941,39941,"[21920, 20856]","[[21895 20831]
 [21945 20881]]",1,64b60211-e3f8-4f5a-b464-fe366cabef95,8
278,39940,39940,"[43600, 20350]","[[43575 20325]
 [43625 20375]]",1,d7651e37-f5af-4161-9feb-12debbb7dc60,8
277,39939,39939,"[35661, 20126]","[[35636 20101]
 [35686 20151]]",1,5e4dc120-48b3-4052-9d7a-d4259aad4a40,8
276,39938,39938,"[16993, 19303]","[[16968 19278]
 [17018 19328]]",1,408e9bb8-7387-4011-8d54-03697f4d99e0,8
275,39937,39937,"[12477, 19303]","[[12452 19278]
 [12502 19328]]",1,3879380c-619a-4e14-9b24-fdc6a02bc58f,8
274,39936,39936,"[12091, 19818]","[[12066 19793]
 [12116 19843]]",1,aea37e18-6776-4304-b55a-549a83103d16,8
273,39935,39935,"[35188, 18776]","[[35163 18751]
 [35213 18801]]",1,82a638d7-6a3b-43e9-ade7-b07283201f7f,8
272,39934,39934,"[16261, 18876]","[[16236 18851]
 [16286 18901]]",1,10f2617d-378d-4c81-ba55-dc480cd78c9c,8
271,39933,39933,"[15017, 18672]","[[14992 18647]
 [15042 18697]]",1,252f0a11-e50c-4a91-80c8-402fb07b4980,8
270,39932,39932,"[17229, 17686]","[[17204 17661]
 [17254 17711]]",1,7ad4bd3b-da86-49b2-be5f-53aa539ff4fe,8
269,39931,39931,"[12009, 17919]","[[11984 17894]
 [12034 17944]]",1,8a7c2314-7ad3-48cd-8921-7d29cc7cefb1,8
268,39930,39930,"[46103, 17405]","[[46078 17380]
 [46128 17430]]",1,bef58a35-e1fd-4344-81cd-5236ddce1cad,8
267,39929,39929,"[45896, 17469]","[[45871 17444]
 [45921 17494]]",1,c0dc81f1-b726-4c5b-84ef-43c142136918,8
245,39904,39904,"[18421, 10595]","[[18396 10570]
 [18446 10620]]",1,ab5c45bf-d1a7-4231-97ed-df36398399dd,8
244,39903,39903,"[18605, 10652]","[[18580 10627]
 [18630 10677]]",1,15c389e2-89b7-4413-824d-2143a5e17ac8,8
242,39901,39901,"[10170, 9595]","[[10145  9570]
 [10195  9620]]",1,d6abd872-80c3-4e04-a80d-6607474082a7,8
241,39900,39900,"[14485, 6839]","[[14460  6814]
 [14510  6864]]",1,1f8cccdb-55d6-4ec7-b011-0983830d9282,8
201,24839,24839,"[31169, 54380]","[[31144 54355]
 [31194 54405]]",1,526d7695-0f48-4254-8a9c-eb86f3ebf67f,8
200,24838,24838,"[27884, 53774]","[[27859 53749]
 [27909 53799]]",1,4e2efc92-b0cc-4344-9bfe-efa9f1079515,8
199,24837,24837,"[31544, 52673]","[[31519 52648]
 [31569 52698]]",1,897f20b9-4b3e-4f3c-ad6d-d95d8cc62a20,8
198,24836,24836,"[48804, 51777]","[[48779 51752]
 [48829 51802]]",1,0e65e466-d74e-463b-a98a-a36225d77598,8
196,24833,24833,"[30855, 51102]","[[30830 51077]
 [30880 51127]]",1,6f009a20-bbd8-4323-89d8-4cbdd17918b5,8
190,24827,24827,"[27724, 46706]","[[27699 46681]
 [27749 46731]]",1,626942d4-dc78-474f-a9b4-206cf6b2bae4,8
377,40044,40044,"[83073, 71914]","[[83048 71889]
 [83098 71939]]",1,ba0a77ac-c2c1-4bc0-8864-3ea56fd75ac8,8
188,24825,24825,"[17718, 46304]","[[17693 46279]
 [17743 46329]]",1,da370a03-7647-4647-bc35-21803a5c5f7b,8
186,24823,24823,"[60372, 46566]","[[60347 46541]
 [60397 46591]]",1,647f9d23-88ac-4ac3-8a45-f3767a619324,8
183,24820,24820,"[21113, 45845]","[[21088 45820]
 [21138 45870]]",1,a6efaf32-0969-4f1a-b147-5d279114f104,8
182,24819,24819,"[67068, 45299]","[[67043 45274]
 [67093 45324]]",1,5f003a25-cb3e-4b36-94e0-33994470497c,8
181,24818,24818,"[61288, 44750]","[[61263 44725]
 [61313 44775]]",1,1a8adfa9-6898-473b-8c81-914adb2353e6,8
180,24817,24817,"[61636, 44923]","[[61611 44898]
 [61661 44948]]",1,e3357d8b-b080-4a3c-94e5-d395f4ddf763,8
175,24812,24812,"[59758, 44304]","[[59733 44279]
 [59783 44329]]",1,ef4f888c-f036-438f-9233-3cc060c9e245,8
171,24808,24808,"[24908, 43782]","[[24883 43757]
 [24933 43807]]",1,e2417a4b-1c66-4f4a-b56f-3a2ad4ae7db3,8
170,24807,24807,"[12595, 44160]","[[12570 44135]
 [12620 44185]]",1,f2d2ade0-e1a6-415f-9eff-831cc2b4764b,8
169,24806,24806,"[8142, 44368]","[[ 8117 44343]
 [ 8167 44393]]",1,153d3610-4875-4836-a045-d302dabdbdbb,8
202,24840,24840,"[32382, 55221]","[[32357 55196]
 [32407 55246]]",1,e6ee2a0e-db7f-4d52-a590-2811e63281d4,8
284,39946,39946,"[34028, 20744]","[[34003 20719]
 [34053 20769]]",1,1d3ed974-a446-41c1-9ede-41b12a9857d1,8
203,24841,24841,"[29209, 57485]","[[29184 57460]
 [29234 57510]]",1,59db8686-0215-4209-b38c-2e5a5147fe77,8
206,24844,24844,"[36409, 57727]","[[36384 57702]
 [36434 57752]]",1,2e8e62e7-1e26-4b85-94dc-ed6cd3f97079,8
240,39899,39899,"[16234, 5997]","[[16209  5972]
 [16259  6022]]",1,dea65b37-3224-4015-9100-701f8f45df21,8
239,39898,39898,"[12458, 6094]","[[12433  6069]
 [12483  6119]]",1,5a1e334e-ceda-48e0-a261-22c5ea48f61a,8
238,39897,39897,"[10857, 5534]","[[10832  5509]
 [10882  5559]]",1,44bbf6a8-fb50-4fe7-94cd-e17cde9c06da,8
237,39896,39896,"[17254, 4755]","[[17229  4730]
 [17279  4780]]",1,cc77c885-1a5c-4969-ae30-33314e92d9d5,8
236,39895,39895,"[12274, 5297]","[[12249  5272]
 [12299  5322]]",1,94fe616e-430f-41eb-8b5e-ddd03a79e025,8
235,39894,39894,"[11640, 4645]","[[11615  4620]
 [11665  4670]]",1,da5fc8bf-f7ae-4d6c-bd43-7a9b0443d7ac,8
232,24870,24870,"[94897, 68742]","[[94872 68717]
 [94922 68767]]",1,db5afbbd-c84b-44fe-94a9-a7a775859ee6,8
231,24869,24869,"[89465, 68628]","[[89440 68603]
 [89490 68653]]",1,913c34da-5dc0-4b4e-be2a-4e3686e3f5c5,8
225,24863,24863,"[94118, 66851]","[[94093 66826]
 [94143 66876]]",1,794d412c-bb0b-4811-823c-8c38eecd3f55,8
224,24862,24862,"[94667, 67243]","[[94642 67218]
 [94692 67268]]",1,1cd61a22-55e8-4fd2-b485-760d40be5883,0
222,24860,24860,"[93062, 66326]","[[93037 66301]
 [93087 66351]]",1,9ac4b189-248a-4fbc-a61e-85b3a9fb1fe6,0
221,24859,24859,"[89703, 66743]","[[89678 66718]
 [89728 66768]]",1,0aa71904-6487-461e-971b-ccb526ef72fd,0
220,24858,24858,"[87967, 66934]","[[87942 66909]
 [87992 66959]]",1,9c7434d8-3b51-4616-a3c4-28e130b84830,0
219,24857,24857,"[87524, 66788]","[[87499 66763]
 [87549 66813]]",1,2d451a88-e805-4ec6-ba0a-61077f589f08,0
216,24854,24854,"[83855, 66162]","[[83830 66137]
 [83880 66187]]",1,bb78e6a1-13b5-4d44-862e-bb468b198545,0
211,24849,24849,"[55219, 61240]","[[55194 61215]
 [55244 61265]]",1,400b982e-bb64-4555-b0c2-289ede30a7a9,0
208,24846,24846,"[41318, 59708]","[[41293 59683]
 [41343 59733]]",1,a3956609-b01d-4195-a20f-c0a0e733d7fc,0
204,24842,24842,"[21735, 57860]","[[21710 57835]
 [21760 57885]]",1,5fbac3e6-e396-4aa2-bf1b-624e082f5a98,0
285,39947,39947,"[33261, 21150]","[[33236 21125]
 [33286 21175]]",1,1b26f076-c058-4871-9bf2-75f30692cdbe,0
286,39948,39948,"[16483, 21968]","[[16458 21943]
 [16508 21993]]",1,7a4d3140-c2f5-49f4-a03f-8a3ee91fa916,0
287,39949,39949,"[16173, 21691]","[[16148 21666]
 [16198 21716]]",1,4e88d9f6-bd80-40c7-a925-a64355a35efb,0
349,40015,40015,"[30408, 54212]","[[30383 54187]
 [30433 54237]]",1,a982fde5-5ca2-4b8c-b971-e9c826269b7e,0
348,40014,40014,"[39170, 53737]","[[39145 53712]
 [39195 53762]]",1,5d9b599d-8c73-4d12-9dcd-d7fdf7ad2927,0
347,40013,40013,"[61473, 52746]","[[61448 52721]
 [61498 52771]]",1,d6dbf547-2951-4185-9fe9-e456b5f1a758,0
346,40012,40012,"[31433, 52439]","[[31408 52414]
 [31458 52464]]",1,ddcef7b2-b4df-4dae-a3f5-1de892b084f9,0
345,40011,40011,"[23313, 51740]","[[23288 51715]
 [23338 51765]]",1,a3ab629e-34ed-444d-90a7-09e105aac9a4,0
344,40010,40010,"[44099, 51086]","[[44074 51061]
 [44124 51111]]",1,661d9985-0488-4dc3-9f05-363ebbbbbfa7,0
343,40009,40009,"[29391, 50946]","[[29366 50921]
 [29416 50971]]",1,d66b0467-5bb6-4790-9e2d-60d4d7ab9137,0
342,40008,40008,"[21832, 50946]","[[21807 50921]
 [21857 50971]]",1,3b0d217a-b50a-476e-9fd4-9b87ed320fac,0
341,40007,40007,"[35859, 50593]","[[35834 50568]
 [35884 50618]]",1,077d441a-1c8d-4874-9909-91792d2e027c,0
340,40006,40006,"[16414, 50031]","[[16389 50006]
 [16439 50056]]",1,ac7117b0-326c-4ffa-a5fc-21c8a5bace4e,0
339,40005,40005,"[63066, 47169]","[[63041 47144]
 [63091 47194]]",1,8594e476-c866-429b-82bb-930a088f3f56,0
338,40004,40004,"[59131, 46911]","[[59106 46886]
 [59156 46936]]",1,00cbac22-1a30-429f-8fd7-35bce408f01e,0
337,40003,40003,"[21325, 46527]","[[21300 46502]
 [21350 46552]]",1,e02917c0-7a3f-429c-b961-725d6186cae9,0
336,40002,40002,"[59056, 45108]","[[59031 45083]
 [59081 45133]]",1,c955ebce-36b8-4f4d-85ef-c8c6942a2046,0
335,40001,40001,"[31192, 44050]","[[31167 44025]
 [31217 44075]]",1,94ea0bf3-6797-4add-b867-874859b62cba,0
334,40000,40000,"[30858, 43682]","[[30833 43657]
 [30883 43707]]",1,de05dd3d-99ac-471e-9fd0-81e73abb42c5,0
332,39998,39998,"[20182, 44319]","[[20157 44294]
 [20207 44344]]",1,3baaa19f-1787-4838-ad4f-803086edcacb,0
352,40018,40018,"[28916, 56652]","[[28891 56627]
 [28941 56677]]",1,9292d39a-9ae8-42f1-9edb-873c62153329,0
331,39997,39997,"[66895, 43609]","[[66870 43584]
 [66920 43634]]",1,32debf96-aee8-41bc-b607-08a4e9a2e6b1,0
353,40019,40019,"[55123, 56184]","[[55098 56159]
 [55148 56209]]",1,aa75c69b-ceff-4b87-9866-85c5b500615c,0
355,40021,40021,"[39217, 57729]","[[39192 57704]
 [39242 57754]]",1,caa09381-660e-43d8-bb6f-9f0690c47efa,0
376,40043,40043,"[83245, 70838]","[[83220 70813]
 [83270 70863]]",1,52c51a44-af02-48de-a0f4-13bee818edc3,0
375,40042,40042,"[80687, 71006]","[[80662 70981]
 [80712 71031]]",1,dd7f23e5-e076-4b35-aed7-770f02db3a19,0
374,40041,40041,"[84313, 70147]","[[84288 70122]
 [84338 70172]]",1,ca1186c3-e711-48f2-8b9d-08fab7ccd176,0
373,40040,40040,"[80383, 70112]","[[80358 70087]
 [80408 70137]]",1,2cdc9cb4-9893-4636-974e-92d1deadad19,0
371,40038,40038,"[80806, 68693]","[[80781 68668]
 [80831 68718]]",1,17adb32d-16f8-47df-9ac6-e1c3bb2fd436,0
369,40036,40036,"[94955, 67916]","[[94930 67891]
 [94980 67941]]",1,f0b710b0-6ecc-4bb2-b33b-46c3ff79a4c3,0
367,40034,40034,"[94665, 67614]","[[94640 67589]
 [94690 67639]]",1,bff68328-8bb4-4f35-80fa-3e39b38cee21,0
366,40033,40033,"[94619, 67555]","[[94594 67530]
 [94644 67580]]",1,4199bad1-fd64-4b8b-9f6c-857217beb48e,0
365,40031,40031,"[95212, 67764]","[[95187 67739]
 [95237 67789]]",1,8cb84940-bd7c-4857-91f0-e7cd19d4f2af,0
364,40030,40030,"[90407, 67858]","[[90382 67833]
 [90432 67883]]",1,39e84c4b-d03c-4fe9-a784-d9d4fa61e227,0
363,40029,40029,"[87187, 67645]","[[87162 67620]
 [87212 67670]]",1,26eb234e-5e95-4499-a957-77fc025a7ab0,0
362,40028,40028,"[87477, 67684]","[[87452 67659]
 [87502 67709]]",1,f3a8b3e2-783f-428c-85d6-aeffa544c629,0
361,40027,40027,"[94873, 67293]","[[94848 67268]
 [94898 67318]]",1,dd02d955-be6e-4fa6-a6b8-424628296938,0
360,40026,40026,"[89751, 66709]","[[89726 66684]
 [89776 66734]]",1,bd887ac5-ab05-47b7-b40d-c48be4487a1d,0
358,40024,40024,"[38926, 62380]","[[38901 62355]
 [38951 62405]]",1,4e721a5d-5d28-47b5-863b-6c80252ad7d1,0
357,40023,40023,"[68545, 60243]","[[68520 60218]
 [68570 60268]]",1,3806be8c-7fc9-4379-86fe-628b199707bf,0
356,40022,40022,"[54446, 57945]","[[54421 57920]
 [54471 57970]]",1,d93f3bf6-a4a3-4659-bd9d-377bca033294,0
354,40020,40020,"[17640, 57871]","[[17615 57846]
 [17665 57896]]",1,cff30561-5968-4392-8a35-e08920fb772d,0
168,24805,24805,"[66249, 43565]","[[66224 43540]
 [66274 43590]]",1,e992aaa2-62cb-4dde-81ac-5c239ffb7db5,0
330,39996,39996,"[25359, 41646]","[[25334 41621]
 [25384 41671]]",1,ad5d2cab-c5bd-4016-ac04-b0264597f15f,0
328,39994,39994,"[49305, 40226]","[[49280 40201]
 [49330 40251]]",1,ce8d7089-dabd-45c1-a10b-c39e320a7f03,0
304,39967,39967,"[29157, 26908]","[[29132 26883]
 [29182 26933]]",1,07609ee0-0710-4ccf-a827-5ff30fd1d221,0
303,39966,39966,"[34015, 25633]","[[33990 25608]
 [34040 25658]]",1,6b55877e-a3dc-4a3d-a894-a043de0c0c8a,0
302,39965,39965,"[42603, 25232]","[[42578 25207]
 [42628 25257]]",1,09a083f2-ec7a-44b3-84f0-c7af4119a3ac,0
301,39964,39964,"[36042, 24798]","[[36017 24773]
 [36067 24823]]",1,a4741567-8028-4423-8c8b-0f9d5fe87959,0
300,39963,39963,"[49531, 23312]","[[49506 23287]
 [49556 23337]]",1,868737c5-1fbb-438b-8b5b-11872b856df7,0
299,39962,39962,"[44726, 23511]","[[44701 23486]
 [44751 23536]]",1,d636f390-28a5-40ec-9853-973d43288c0d,0
298,39961,39961,"[41604, 23258]","[[41579 23233]
 [41629 23283]]",1,283e252a-2423-4025-918e-ad4ff42e48b7,0
297,39960,39960,"[35048, 23321]","[[35023 23296]
 [35073 23346]]",1,7f1d2b21-21bf-4fb5-8bba-60f505b00511,0
296,39958,39958,"[37723, 22453]","[[37698 22428]
 [37748 22478]]",1,6dc8c2e8-0c9c-43e3-b423-0312cc9d6adf,0
295,39957,39957,"[22046, 22700]","[[22021 22675]
 [22071 22725]]",1,0842291c-7c61-4c78-a22a-8acee69df035,0
294,39956,39956,"[21668, 22915]","[[21643 22890]
 [21693 22940]]",1,1ecff9c5-b947-4a88-be91-cee9faaf1934,0
293,39955,39955,"[19762, 22305]","[[19737 22280]
 [19787 22330]]",1,2578df13-7030-494c-81b2-caef6bdc9152,0
292,39954,39954,"[19594, 22698]","[[19569 22673]
 [19619 22723]]",1,4830beee-befb-4a32-a678-51ce95bd2438,0
291,39953,39953,"[36279, 21840]","[[36254 21815]
 [36304 21865]]",1,15077042-86a5-4edc-af8c-5264f46ee900,0
290,39952,39952,"[32035, 22097]","[[32010 22072]
 [32060 22122]]",1,60feceec-3c7a-4e85-9ee7-d43465a6958f,0
289,39951,39951,"[21981, 21932]","[[21956 21907]
 [22006 21957]]",1,bff7811c-2146-4b01-88b1-459aec488874,0
288,39950,39950,"[15837, 21641]","[[15812 21616]
 [15862 21666]]",1,96687ea7-cca0-4ee7-bf96-65b6d2c6244a,0
305,39968,39968,"[50460, 27093]","[[50435 27068]
 [50485 27118]]",1,3a3eb2f5-0167-41c5-83f6-825b6b315cf8,0
329,39995,39995,"[66752, 41411]","[[66727 41386]
 [66777 41436]]",1,c440d6d2-ad54-4a38-aaac-fcccb062935c,0
306,39969,39969,"[17534, 27948]","[[17509 27923]
 [17559 27973]]",1,544dd2b2-9803-4fe9-a026-63bcec19cf2d,0
308,39971,39971,"[53029, 29867]","[[53004 29842]
 [53054 29892]]",1,92cde8c1-dcfb-463b-8de9-9b69300184d2,0
326,39992,39992,"[29187, 40018]","[[29162 39993]
 [29212 40043]]",1,c6b21fb4-1274-42ce-b531-7726e285f378,0
325,39991,39991,"[57679, 39735]","[[57654 39710]
 [57704 39760]]",1,94f58932-ea1d-4789-ba3e-87c0ab7fa173,0
324,39990,39990,"[46405, 38164]","[[46380 38139]
 [46430 38189]]",1,361ff47f-5c84-411c-be68-4d3ad4d6ef9e,0
323,39989,39989,"[68184, 36811]","[[68159 36786]
 [68209 36836]]",1,c7b46525-00d7-4dc3-8845-d19c00e13bda,0
322,39988,39988,"[59205, 36872]","[[59180 36847]
 [59230 36897]]",1,8cc09d8e-b9dc-4939-936a-a59b014851c0,0
321,39987,39987,"[25882, 36196]","[[25857 36171]
 [25907 36221]]",1,c4de84c1-62b3-4d9e-a2dd-f19ba48988d3,0
320,39986,39986,"[54480, 35636]","[[54455 35611]
 [54505 35661]]",1,7ef8c495-af84-4740-aad1-fb7374947ed6,0
319,39985,39985,"[35992, 35538]","[[35967 35513]
 [36017 35563]]",1,b792dd33-1c06-4d85-834a-d71db6895d32,0
318,39983,39983,"[5176, 33131]","[[ 5151 33106]
 [ 5201 33156]]",1,4c7b3b6f-2424-4572-8537-48c4bd2fe822,0
317,39982,39982,"[60057, 32871]","[[60032 32846]
 [60082 32896]]",1,74414524-3142-4bfd-85dc-7037ed0c83be,0
316,39981,39981,"[59408, 32793]","[[59383 32768]
 [59433 32818]]",1,a707600d-3212-494c-94de-0c27205ebffd,0
315,39980,39980,"[58948, 32340]","[[58923 32315]
 [58973 32365]]",1,4cbcb32b-a4f4-44cd-a181-e75ca4054b24,0
314,39979,39979,"[22677, 32985]","[[22652 32960]
 [22702 33010]]",1,bd7346f6-2822-4612-889f-05c4778968cb,0
312,39975,39975,"[58831, 30977]","[[58806 30952]
 [58856 31002]]",1,e4ee0fb6-d260-42f5-8710-18e705db286d,0
311,39974,39974,"[58892, 31032]","[[58867 31007]
 [58917 31057]]",1,aef03092-42f4-4c14-8bef-285bc7c8a81a,0
310,39973,39973,"[4599, 31342]","[[ 4574 31317]
 [ 4624 31367]]",1,1e19e838-384c-42f2-814d-7d6f8f1e59e2,0
309,39972,39972,"[19278, 30231]","[[19253 30206]
 [19303 30256]]",1,827e49ab-1643-4317-895d-34a977734274,0
307,39970,39970,"[26209, 28026]","[[26184 28001]
 [26234 28051]]",1,b82deca2-0d98-4d5c-9a5e-f1fc414f4a7b,0
167,24804,24804,"[53047, 43661]","[[53022 43636]
 [53072 43686]]",1,d83b9cbf-5642-43f6-af75-17ef29b9f9b6,0
378,40045,40045,"[84764, 71466]","[[84739 71441]
 [84789 71491]]",1,4953fd4f-5902-4955-886a-9aa4a19832f9,0
165,24802,24802,"[28196, 43660]","[[28171 43635]
 [28221 43685]]",1,7c4dd695-c428-412a-8b3a-04ff0a268501,0
75,24712,24712,"[36173, 21041]","[[36148 21016]
 [36198 21066]]",1,ecd41e86-eec5-412a-a160-6aee989c01a5,0
74,24711,24711,"[34406, 20802]","[[34381 20777]
 [34431 20827]]",1,6e780e58-fe37-4ea4-ac0d-fabe5c11de5d,0
72,24709,24709,"[31982, 21331]","[[31957 21306]
 [32007 21356]]",1,6731d5fb-42a5-47f7-8a03-28dcce7b44f1,0
70,24707,24707,"[20616, 21230]","[[20591 21205]
 [20641 21255]]",1,7a94eab6-395f-470f-98df-f8351bfe2bb2,0
69,24706,24706,"[20204, 20914]","[[20179 20889]
 [20229 20939]]",1,bebbe953-7201-4eed-99e2-c035d95af1fa,0
68,24705,24705,"[44584, 20545]","[[44559 20520]
 [44609 20570]]",1,21362eeb-73ef-4f06-b96f-c30bc896008f,0
67,24704,24704,"[41741, 20045]","[[41716 20020]
 [41766 20070]]",1,baa3008f-2633-4e5a-929f-1b5389cb4a91,0
66,24703,24703,"[33293, 20321]","[[33268 20296]
 [33318 20346]]",1,8b08d710-4d3c-40d4-88f4-a5e358e2c4ea,0
65,24702,24702,"[14805, 20138]","[[14780 20113]
 [14830 20163]]",1,245b77b5-d9f3-436f-8471-7b7826172a7d,0
64,24701,24701,"[39072, 19341]","[[39047 19316]
 [39097 19366]]",1,3bc60b50-58fd-475d-8d87-fa7e9a680f4a,0
63,24700,24700,"[36814, 19407]","[[36789 19382]
 [36839 19432]]",1,4b874e2a-23f4-4a46-b42c-accd6ffd93f2,0
62,24699,24699,"[36826, 19830]","[[36801 19805]
 [36851 19855]]",1,c8dd991b-85ac-4773-aa35-31e7d47069de,0
61,24698,24698,"[22370, 19680]","[[22345 19655]
 [22395 19705]]",1,55cd20d2-0073-4d99-ab49-6fae69b05224,0
60,24697,24697,"[18410, 19929]","[[18385 19904]
 [18435 19954]]",1,5d64ca64-873c-4507-8fb4-7ede4322559c,0
59,24696,24696,"[16964, 19343]","[[16939 19318]
 [16989 19368]]",1,8e82db38-77b9-4578-82d7-182bd54dbefb,0
58,24695,24695,"[16658, 19548]","[[16633 19523]
 [16683 19573]]",1,dd4ddd92-3063-459b-98f7-e120eed39410,0
56,24693,24693,"[38194, 18825]","[[38169 18800]
 [38219 18850]]",1,d7e3efa1-7e91-43ad-b377-6cfe305a0a21,0
76,24713,24713,"[36169, 21131]","[[36144 21106]
 [36194 21156]]",1,90e6b181-e5f6-4c14-844a-06f74a3e1bf8,0
55,24692,24692,"[37868, 18928]","[[37843 18903]
 [37893 18953]]",1,8c0e648b-737c-4ec8-9661-1fc6d2ef5d0d,0
79,24716,24716,"[36703, 22013]","[[36678 21988]
 [36728 22038]]",1,1fa61460-2d7e-456c-b4e3-17dd23f6222f,0
81,24718,24718,"[20579, 22568]","[[20554 22543]
 [20604 22593]]",1,937d4f27-22b4-4669-ab32-868a9124ff4d,0
111,24748,24748,"[35357, 28545]","[[35332 28520]
 [35382 28570]]",1,a6dc9b02-1da1-4239-9376-87a10ee08c70,0
110,24747,24747,"[44207, 27777]","[[44182 27752]
 [44232 27802]]",1,f349ded2-2299-4bdb-98b1-e591345eb20a,0
108,24745,24745,"[43306, 26983]","[[43281 26958]
 [43331 27008]]",1,9fb8ea8c-b085-4135-9922-1f63b06bb311,0
107,24744,24744,"[30113, 27674]","[[30088 27649]
 [30138 27699]]",1,edc3d8d5-aaef-49d2-b296-86c406746bb1,0
105,24742,24742,"[26941, 26156]","[[26916 26131]
 [26966 26181]]",1,498169be-6e03-4103-9fdd-4eeaefbf53b4,0
103,24740,24740,"[20634, 26567]","[[20609 26542]
 [20659 26592]]",1,26dad394-0894-452c-9e93-443bdd3118da,0
102,24739,24739,"[15969, 26761]","[[15944 26736]
 [15994 26786]]",1,61be579d-4bd3-453f-9db8-6edd9b953d3e,0
101,24738,24738,"[42726, 25828]","[[42701 25803]
 [42751 25853]]",1,dcdfd554-89a9-41a1-9d72-346ff784392b,0
100,24737,24737,"[40946, 25575]","[[40921 25550]
 [40971 25600]]",1,11653f9e-fab7-4e43-8360-7188ff217922,0
98,24735,24735,"[32156, 25419]","[[32131 25394]
 [32181 25444]]",1,65251d23-eb8b-44f0-a297-92739ada88c3,0
95,24732,24732,"[48901, 25281]","[[48876 25256]
 [48926 25306]]",1,74b7549f-2587-4b9a-91e7-780daadd7d2b,0
94,24731,24731,"[48784, 24986]","[[48759 24961]
 [48809 25011]]",1,b9fef709-0848-45fd-83bd-53f899406377,0
93,24730,24730,"[43089, 24814]","[[43064 24789]
 [43114 24839]]",1,3db39785-03b0-4164-ae2e-690240566749,0
89,24726,24726,"[30410, 24358]","[[30385 24333]
 [30435 24383]]",1,cc8ae303-6dd4-47c5-bb03-b005afa00c04,0
88,24725,24725,"[30432, 24534]","[[30407 24509]
 [30457 24559]]",1,5c140f6d-7dff-412b-b57e-149e837054f0,0
