,key,uid,ctr,coord,lbl,guid,subcl
395,22944,22944,"[41511, 70185]","[[41486 70160]
 [41536 70210]]",1,7c64b47f-9787-437f-b2dd-07dd2c4e7252,8
394,22943,22943,"[41684, 69982]","[[41659 69957]
 [41709 70007]]",1,9f7e9271-600e-4c8a-ad0a-5c2c5cfec096,8
393,22942,22942,"[22702, 69698]","[[22677 69673]
 [22727 69723]]",1,694a45a0-5a0a-46c4-95b1-c174c0c21d42,8
392,22941,22941,"[22782, 70277]","[[22757 70252]
 [22807 70302]]",1,096152a1-087b-4c6a-bd61-0cfedfcaa8ee,8
390,22939,22939,"[32021, 69282]","[[31996 69257]
 [32046 69307]]",1,4d8d6727-939c-4766-ac50-14f81d871f7e,8
389,22938,22938,"[31647, 69159]","[[31622 69134]
 [31672 69184]]",1,af32a6fd-513a-44ba-8e7f-b9ecc29de0cf,8
388,22937,22937,"[23006, 69230]","[[22981 69205]
 [23031 69255]]",1,3ca1a98d-1112-46ed-a54f-855ee530036b,8
385,22934,22934,"[24147, 68356]","[[24122 68331]
 [24172 68381]]",1,92ebdce5-a109-4731-84bf-440928334ef1,8
384,22933,22933,"[23804, 68346]","[[23779 68321]
 [23829 68371]]",1,c9e69c5a-e689-49ec-be7d-3cd5d197eda7,8
383,22932,22932,"[36021, 67830]","[[35996 67805]
 [36046 67855]]",1,d4720294-f878-459b-b0ef-a62ea223734c,8
380,22929,22929,"[41224, 67253]","[[41199 67228]
 [41249 67278]]",1,79ebcd68-5d0d-4e0d-b553-d7b179815648,8
323,22872,22872,"[38624, 51899]","[[38599 51874]
 [38649 51924]]",1,59221ed4-d559-4bc1-b05c-81f233253cd3,8
379,22928,22928,"[41759, 66292]","[[41734 66267]
 [41784 66317]]",1,3af33a50-3cda-4a3a-848b-f4659fdefb42,8
377,22926,22926,"[41195, 65926]","[[41170 65901]
 [41220 65951]]",1,37ee282b-2015-490e-856e-6f58d659ae17,8
376,22925,22925,"[23220, 65467]","[[23195 65442]
 [23245 65492]]",1,27b31a84-1f61-4a37-86bf-e92fa6b58e96,8
375,22924,22924,"[45679, 64909]","[[45654 64884]
 [45704 64934]]",1,9cea907d-fc8b-488b-8700-5b3cd034e753,8
374,22923,22923,"[19429, 64283]","[[19404 64258]
 [19454 64308]]",1,aace05a8-cd70-4a53-9772-fa6c4a6d6e23,8
373,22922,22922,"[18764, 63770]","[[18739 63745]
 [18789 63795]]",1,6130d820-fa1d-4f56-b822-4a827374caac,8
372,22921,22921,"[47817, 63416]","[[47792 63391]
 [47842 63441]]",1,161a06f1-070b-4cdb-9ee6-086b1a545fc8,8
371,22920,22920,"[47786, 62308]","[[47761 62283]
 [47811 62333]]",1,f492241b-392c-4131-a379-499f1ee0f333,8
370,22919,22919,"[48964, 62388]","[[48939 62363]
 [48989 62413]]",1,0725119e-b2f4-4327-a95b-f6747b5dfff3,8
368,22917,22917,"[48185, 61394]","[[48160 61369]
 [48210 61419]]",1,2bed87ea-62ca-4a72-9130-9c89c5a8e69b,8
367,22916,22916,"[47978, 61448]","[[47953 61423]
 [48003 61473]]",1,16c31ea4-57e2-4be4-b706-8e0068a86dc3,8
366,22915,22915,"[16161, 61550]","[[16136 61525]
 [16186 61575]]",1,552cccc9-999e-4722-99e7-ba3696916ada,8
365,22914,22914,"[48738, 61010]","[[48713 60985]
 [48763 61035]]",1,7d11abbf-4cc6-4a3b-b397-33b81d2880ca,8
378,22927,22927,"[41629, 66210]","[[41604 66185]
 [41654 66235]]",1,93a505f9-8540-4cf1-824e-357cbbb6a2b5,8
322,22871,22871,"[38709, 51364]","[[38684 51339]
 [38734 51389]]",1,b24f0154-8af7-4efa-902b-cb14d63c3495,8
320,22869,22869,"[51263, 51000]","[[51238 50975]
 [51288 51025]]",1,524efb4f-d104-47d5-9141-0b1e37ba51e2,8
318,22867,22867,"[48716, 50860]","[[48691 50835]
 [48741 50885]]",1,b711eb28-362c-42ff-8794-02ebe704d245,8
276,22825,22825,"[39000, 46921]","[[38975 46896]
 [39025 46946]]",1,3fbc82e7-b5e9-40a1-a1d9-6b0ee3955cc4,8
275,22824,22824,"[39660, 47096]","[[39635 47071]
 [39685 47121]]",1,422b9155-ae5c-4538-953b-3989d889bfa4,8
274,22823,22823,"[37564, 47219]","[[37539 47194]
 [37589 47244]]",1,373dea0b-8b15-415c-bf68-cca9ad98cb39,8
273,22822,22822,"[46477, 46686]","[[46452 46661]
 [46502 46711]]",1,8c021e4c-495f-4773-b9fe-5d3e79059630,8
272,22821,22821,"[46903, 46735]","[[46878 46710]
 [46928 46760]]",1,721e567a-eb1e-4f26-8995-dbb788255552,8
269,22818,22818,"[45539, 46109]","[[45514 46084]
 [45564 46134]]",1,db93a89a-8326-4d2c-a0cf-88125ad250f0,8
268,22817,22817,"[45292, 46637]","[[45267 46612]
 [45317 46662]]",1,00a2a3a8-aeb8-44c7-9a2c-3233d1da9150,8
265,22814,22814,"[38948, 46698]","[[38923 46673]
 [38973 46723]]",1,6b9020f1-7ef3-41fb-85eb-9958a1dd84e3,8
264,22813,22813,"[38907, 46283]","[[38882 46258]
 [38932 46308]]",1,688e9f7c-c48f-4a0b-81ff-7c63dd16113f,8
263,22812,22812,"[38170, 46097]","[[38145 46072]
 [38195 46122]]",1,b7d82689-2a31-4ed5-acdb-a27fbc2fbe25,8
262,22810,22810,"[45470, 45965]","[[45445 45940]
 [45495 45990]]",1,4f1734cb-23b9-43f4-9e48-e4a755e0764e,8
259,22806,22806,"[14259, 44802]","[[14234 44777]
 [14284 44827]]",1,4fcd9e41-4791-4ff9-a676-0ccf6b0aead6,8
277,22826,22826,"[40724, 47836]","[[40699 47811]
 [40749 47861]]",1,727526a5-3d54-47a0-89c6-1f7c61ea3f99,8
258,22805,22805,"[46700, 44475]","[[46675 44450]
 [46725 44500]]",1,60ec2584-3a54-4b94-a21d-68ed39feebca,8
256,22803,22803,"[38909, 44378]","[[38884 44353]
 [38934 44403]]",1,6ade46b6-1d01-4cf2-a053-ca8dd4b76ff9,8
255,22802,22802,"[39379, 44492]","[[39354 44467]
 [39404 44517]]",1,5c64842f-b141-4b32-bb77-4593265c2b4b,8
252,22798,22798,"[43722, 43286]","[[43697 43261]
 [43747 43311]]",1,7b0ebd28-6f33-41a0-9761-1f96043e35b2,8
251,22797,22797,"[43573, 43445]","[[43548 43420]
 [43598 43470]]",1,16d4b00f-ab47-4ce2-a47b-09bef5d190a8,8
248,22794,22794,"[18895, 42896]","[[18870 42871]
 [18920 42921]]",1,7a3e8aad-15b1-4e16-98ce-722ba6828136,8
247,22793,22793,"[46903, 42155]","[[46878 42130]
 [46928 42180]]",1,2c1a6643-1663-4c39-8532-4c4079551677,8
245,22791,22791,"[40871, 41747]","[[40846 41722]
 [40896 41772]]",1,90267f64-001b-43f4-9e80-a3cc868b981c,8
244,22790,22790,"[39388, 41839]","[[39363 41814]
 [39413 41864]]",1,bfe0103e-dc5e-4b12-9cd7-38347c17ad50,8
243,22789,22789,"[38341, 41842]","[[38316 41817]
 [38366 41867]]",1,e8f26783-eef7-4d1a-85c6-08ab071ac29b,8
242,22788,22788,"[13048, 41816]","[[13023 41791]
 [13073 41841]]",1,297b76fa-fffe-4daf-b719-f8c8877d6a44,8
241,22787,22787,"[38866, 41373]","[[38841 41348]
 [38891 41398]]",1,70dee591-b2f9-4685-82c1-e0353c62f569,8
240,22786,22786,"[13768, 41187]","[[13743 41162]
 [13793 41212]]",1,dc2cc840-cd10-4684-939f-cb3860bad228,8
257,22804,22804,"[46551, 44396]","[[46526 44371]
 [46576 44421]]",1,962b7ef3-1b7d-4368-ac0f-1cd104fb3b8d,8
398,22947,22947,"[30279, 70457]","[[30254 70432]
 [30304 70482]]",1,1f8700db-b213-4417-8472-be94f438a7e4,8
278,22827,22827,"[43454, 47272]","[[43429 47247]
 [43479 47297]]",1,705cb264-a9f5-407b-81b0-80d5ade96524,8
281,22830,22830,"[44454, 47226]","[[44429 47201]
 [44479 47251]]",1,7fcd1edc-2c41-4336-8bd9-916e2c586f18,8
315,22864,22864,"[40731, 50767]","[[40706 50742]
 [40756 50792]]",1,3d8ebd89-976b-4af6-87ff-8623285377ed,8
314,22863,22863,"[41570, 50943]","[[41545 50918]
 [41595 50968]]",1,22624f64-7cbf-49f8-927b-155e5617b3bd,8
311,22860,22860,"[48665, 50216]","[[48640 50191]
 [48690 50241]]",1,bf4342f9-71a5-4375-aab1-c8ab76e80e38,8
310,22859,22859,"[45634, 49856]","[[45609 49831]
 [45659 49881]]",1,620977e4-7909-430d-89bd-441b3c4de866,8
309,22858,22858,"[48511, 49319]","[[48486 49294]
 [48536 49344]]",1,f93a96ef-7320-444a-af0a-758c1e6b8e4e,8
308,22857,22857,"[48533, 49387]","[[48508 49362]
 [48558 49412]]",1,12c131f4-6951-4c07-8976-1cdbfd28b0b3,8
307,22856,22856,"[48330, 49508]","[[48305 49483]
 [48355 49533]]",1,b13982c0-2cfa-4efe-b508-21eb6d62b845,8
306,22855,22855,"[47364, 49422]","[[47339 49397]
 [47389 49447]]",1,b657328f-f3ee-4a65-9fdd-1dbe51029986,8
305,22854,22854,"[43511, 49489]","[[43486 49464]
 [43536 49514]]",1,3c5fc192-5d4a-4f1b-8de2-b8179fd2f036,8
304,22853,22853,"[43201, 49337]","[[43176 49312]
 [43226 49362]]",1,fbfaf6a1-17bc-4be0-ba25-122eb7884cb1,8
303,22852,22852,"[41904, 49817]","[[41879 49792]
 [41929 49842]]",1,a6bf7df0-6bbd-49c2-91e6-8a6481abd0f8,8
302,22851,22851,"[41583, 49821]","[[41558 49796]
 [41608 49846]]",1,81774b5b-888f-4fb3-a043-f2107ed28643,8
559,31069,31069,"[30578, 72570]","[[30553 72545]
 [30603 72595]]",1,9906a78e-281e-410a-aab0-3619ee1ab516,8
301,22850,22850,"[41787, 49521]","[[41762 49496]
 [41812 49546]]",1,34ebd419-1418-4bc0-ab84-3fdd50835731,8
299,22848,22848,"[50438, 48753]","[[50413 48728]
 [50463 48778]]",1,58780031-1980-4a64-a1fa-0c50db072281,8
298,22847,22847,"[50374, 48990]","[[50349 48965]
 [50399 49015]]",1,efc1edbc-ea1f-4bfc-99f5-aa5f69cefade,8
297,22846,22846,"[50254, 49048]","[[50229 49023]
 [50279 49073]]",1,c743fe47-76b7-4a22-8805-671fc3a3d54d,8
296,22845,22845,"[47321, 48770]","[[47296 48745]
 [47346 48795]]",1,9c52c9e9-aa44-4d3d-8fc4-f03624137f65,8
295,22844,22844,"[44990, 48828]","[[44965 48803]
 [45015 48853]]",1,5ff26cea-2488-4e83-a4a0-c066cdfd99f7,8
294,22843,22843,"[44528, 48755]","[[44503 48730]
 [44553 48780]]",1,65947bf7-7d7e-45bd-aa91-4c58b5f88887,8
291,22840,22840,"[50226, 47918]","[[50201 47893]
 [50251 47943]]",1,97f23801-877c-4298-a888-e4d1861d2ae7,8
287,22836,22836,"[44680, 48322]","[[44655 48297]
 [44705 48347]]",1,8c3f2207-97f2-4942-aa5d-00d0ed9e7bc2,8
286,22835,22835,"[43773, 48224]","[[43748 48199]
 [43798 48249]]",1,301497bb-a839-401d-9247-974a3d77224c,8
285,22834,22834,"[42859, 48198]","[[42834 48173]
 [42884 48223]]",1,dc3f56fc-bcd7-4500-854d-72a981236273,8
283,22832,22832,"[45162, 47092]","[[45137 47067]
 [45187 47117]]",1,fd8579f2-0909-46ca-bf4f-9f916fc33ce0,8
282,22831,22831,"[44531, 47109]","[[44506 47084]
 [44556 47134]]",1,c1136193-da4a-4d28-9a63-7c68791f1159,8
300,22849,22849,"[40055, 49463]","[[40030 49438]
 [40080 49488]]",1,43101478-9e42-4984-94d6-2dad18b7a02a,8
239,22785,22785,"[43227, 40584]","[[43202 40559]
 [43252 40609]]",1,b6bf605a-5838-40c2-bf48-6d7025e6fc19,8
399,22948,22948,"[37143, 71137]","[[37118 71112]
 [37168 71162]]",1,10eac8f1-ba69-4582-8782-bb2e492cbd44,8
401,22950,22950,"[41072, 71072]","[[41047 71047]
 [41097 71097]]",1,09393aa9-280f-44b2-b912-70d60675d966,8
517,31027,31027,"[42520, 37112]","[[42495 37087]
 [42545 37137]]",1,1c71f1e1-1b37-4fd3-b00a-e526eeca105c,8
516,31026,31026,"[43931, 36655]","[[43906 36630]
 [43956 36680]]",1,1c933ea7-deda-412a-831e-58feacee5805,8
515,31024,31024,"[41296, 37101]","[[41271 37076]
 [41321 37126]]",1,d427f9c9-7eb1-4cd3-abad-caeb25d8df1b,8
514,31023,31023,"[40806, 36770]","[[40781 36745]
 [40831 36795]]",1,20a8de8b-bbde-48f8-a937-86eb516a0e90,8
513,31022,31022,"[15864, 36363]","[[15839 36338]
 [15889 36388]]",1,d3416e42-d01e-4773-b254-2f1bc5e61263,8
512,31021,31021,"[40869, 35575]","[[40844 35550]
 [40894 35600]]",1,d35ff883-9e91-4eb9-995b-17ab03da479f,8
510,31019,31019,"[36085, 35321]","[[36060 35296]
 [36110 35346]]",1,2327de29-c28b-4dce-9d7b-67d343840b42,8
509,31018,31018,"[15738, 36017]","[[15713 35992]
 [15763 36042]]",1,1348fc2e-da5e-42fd-9c1d-496f5d48fee7,8
508,31017,31017,"[14262, 35885]","[[14237 35860]
 [14287 35910]]",1,7dd6236c-0ad1-4f80-8397-65f95acc6634,8
506,31015,31015,"[31627, 35081]","[[31602 35056]
 [31652 35106]]",1,1cf8cf38-6c3f-4283-afce-b828e93ceda3,8
504,31013,31013,"[17185, 35197]","[[17160 35172]
 [17210 35222]]",1,d2c3fea3-49a9-4bf8-97f3-60eb2f98032d,8
503,31012,31012,"[45277, 34140]","[[45252 34115]
 [45302 34165]]",1,ad4de0f8-edcd-4436-b679-c9b3230322c8,8
502,31011,31011,"[35656, 33919]","[[35631 33894]
 [35681 33944]]",1,1724fbde-c8bc-4443-980c-53ca5eb57e69,8
501,31010,31010,"[47522, 33444]","[[47497 33419]
 [47547 33469]]",1,9764b3d1-0283-4844-bdcc-02fda2649d8b,8
498,31007,31007,"[52063, 32997]","[[52038 32972]
 [52088 33022]]",1,8279d1fd-80aa-4fda-adcd-efa74a9edcc2,8
497,31006,31006,"[37615, 32325]","[[37590 32300]
 [37640 32350]]",1,44cfa533-2915-4b9e-8fb4-a4e61757b3c0,8
496,31005,31005,"[30610, 32984]","[[30585 32959]
 [30635 33009]]",1,e3c6b75c-5bfc-4812-8066-cea6253d3b69,8
495,31004,31004,"[45663, 31569]","[[45638 31544]
 [45688 31594]]",1,28c43e28-8cd2-4c05-bc63-d7138bbbb827,8
493,31002,31002,"[39826, 31883]","[[39801 31858]
 [39851 31908]]",1,37b71c2a-dc1e-4ba1-a929-1a86e6b8cc21,8
492,31001,31001,"[20846, 32212]","[[20821 32187]
 [20871 32237]]",1,5de57a60-82ea-4e97-b89b-32b750172134,8
491,31000,31000,"[47600, 30998]","[[47575 30973]
 [47625 31023]]",1,11ee9310-1655-4336-968d-36ecfd2feac0,8
489,30998,30998,"[42710, 31191]","[[42685 31166]
 [42735 31216]]",1,a30507db-c1b4-45b6-b4f1-a5cc99d4cffe,8
487,30996,30996,"[34350, 30806]","[[34325 30781]
 [34375 30831]]",1,4ebe6e6e-e179-4164-b1e2-8618f91cceea,8
486,30995,30995,"[30569, 31304]","[[30544 31279]
 [30594 31329]]",1,a0625be7-4a66-4dbd-932b-b1f0803ae328,8
484,30993,30993,"[43062, 29332]","[[43037 29307]
 [43087 29357]]",1,d967a598-9e98-4f78-aff9-85aff64b95d3,8
518,31028,31028,"[42658, 37097]","[[42633 37072]
 [42683 37122]]",1,45fe3a05-5747-4707-9cdb-08156a92f257,8
519,31029,31029,"[42691, 37082]","[[42666 37057]
 [42716 37107]]",1,155e355d-7c4a-4158-b3d2-8f1469d91b3f,8
520,31030,31030,"[31415, 37850]","[[31390 37825]
 [31440 37875]]",1,548b9b31-d960-40c6-a881-e0509bc6e261,8
524,31034,31034,"[38390, 40616]","[[38365 40591]
 [38415 40641]]",1,d2edd44f-b6de-4c6b-b277-d162532a6174,8
558,31068,31068,"[40767, 68692]","[[40742 68667]
 [40792 68717]]",1,eef8687f-16e7-48a7-925d-5f6320f123e6,8
557,31067,31067,"[45885, 67672]","[[45860 67647]
 [45910 67697]]",1,c7fd07ca-bb3a-4bf0-9fdf-98f0c240384d,8
556,31066,31066,"[38876, 67888]","[[38851 67863]
 [38901 67913]]",1,1e0dc8e2-e233-4c34-86ef-3f8a82afb5b1,8
555,31065,31065,"[43480, 66848]","[[43455 66823]
 [43505 66873]]",1,841893cc-d06f-4578-8a22-4b868d865a16,8
554,31064,31064,"[45203, 67014]","[[45178 66989]
 [45228 67039]]",1,b5ec0ff4-5b80-4aea-a0b2-c6a83c47f868,8
553,31063,31063,"[51910, 56260]","[[51885 56235]
 [51935 56285]]",1,dca0d91f-d71e-406a-8e90-02843f8a7125,8
552,31062,31062,"[51530, 54519]","[[51505 54494]
 [51555 54544]]",1,d5ae1101-1bc9-4a0f-83e1-e3e3dd36d1bb,8
551,31061,31061,"[49838, 53944]","[[49813 53919]
 [49863 53969]]",1,250c0bb6-6785-4d86-988f-e26b0b313208,8
550,31060,31060,"[40069, 54040]","[[40044 54015]
 [40094 54065]]",1,6ad9cbe8-571f-4537-ba63-21c356c4b613,8
549,31059,31059,"[13823, 53651]","[[13798 53626]
 [13848 53676]]",1,a7acf0f6-a1ff-4e1f-9c24-b50a1e1ac615,8
548,31058,31058,"[42952, 51907]","[[42927 51882]
 [42977 51932]]",1,11fca9e7-3abc-4550-85cb-7f0694666e45,8
547,31057,31057,"[12837, 49462]","[[12812 49437]
 [12862 49487]]",1,9448c751-c597-4c40-8dc6-222adb2d3be3,0
483,30992,30992,"[47394, 29151]","[[47369 29126]
 [47419 29176]]",1,5c6fdb47-2043-43a6-9333-757da8facb7e,0
546,31056,31056,"[45987, 48782]","[[45962 48757]
 [46012 48807]]",1,2421309d-d941-448e-9bfa-42fa26710afa,0
543,31053,31053,"[47468, 46684]","[[47443 46659]
 [47493 46709]]",1,bca4fdb5-f39a-4e06-bf05-6a78c2751a93,0
542,31052,31052,"[44956, 45930]","[[44931 45905]
 [44981 45955]]",1,5b3dc65c-c4f9-4e78-90af-d8af4ccd3fc8,0
541,31051,31051,"[13615, 45621]","[[13590 45596]
 [13640 45646]]",1,d2b80a55-a4a1-4804-8f1d-b779669593dc,0
538,31048,31048,"[45919, 45116]","[[45894 45091]
 [45944 45141]]",1,8fc5999d-9288-48f4-962e-52f0b41fb05c,0
537,31047,31047,"[45528, 43848]","[[45503 43823]
 [45553 43873]]",1,78cc1947-09ad-43a1-b2c5-694d4e109f82,0
535,31045,31045,"[41979, 43959]","[[41954 43934]
 [42004 43984]]",1,d4068c9a-15f2-43f6-820b-bfb72bffbcd7,0
533,31043,31043,"[40286, 43141]","[[40261 43116]
 [40311 43166]]",1,b14f93b5-3654-437c-aefa-2d0a84407120,0
532,31042,31042,"[47251, 42403]","[[47226 42378]
 [47276 42428]]",1,4f372736-fb63-4ed8-99f5-f7dc07bb88f0,0
531,31041,31041,"[44293, 42800]","[[44268 42775]
 [44318 42825]]",1,e6bb543c-786d-4c7d-8589-6ba12d03fd42,0
529,31039,31039,"[44848, 42822]","[[44823 42797]
 [44873 42847]]",1,fd0454b8-991e-4bc2-a4f3-761a40e9e3c6,0
527,31037,31037,"[41769, 42354]","[[41744 42329]
 [41794 42379]]",1,2e60cd7b-d903-47b0-868f-29cce46023c2,0
526,31036,31036,"[37511, 42403]","[[37486 42378]
 [37536 42428]]",1,363e46db-7810-4a35-a436-388b2781ffdd,0
544,31054,31054,"[44978, 48027]","[[44953 48002]
 [45003 48052]]",1,de64c9d4-1373-47f8-a0d8-604b32ef3098,0
480,30989,30989,"[31790, 28450]","[[31765 28425]
 [31815 28475]]",1,cfe3b9d9-940e-4802-bd58-4bbd1cf2b953,0
479,30988,30988,"[31781, 28330]","[[31756 28305]
 [31806 28355]]",1,23ac4a7f-91a0-4c2b-b469-8c95af9015c6,0
478,30987,30987,"[31722, 28334]","[[31697 28309]
 [31747 28359]]",1,7e48f533-6b35-45ec-b96c-ce77d02f2470,0
439,22988,22988,"[36040, 74047]","[[36015 74022]
 [36065 74072]]",1,3b16710a-8740-4ced-a8b0-27f4b6901c2e,0
438,22987,22987,"[36088, 73928]","[[36063 73903]
 [36113 73953]]",1,004e0734-76da-4536-b024-1d290c6aec69,0
437,22986,22986,"[34144, 73670]","[[34119 73645]
 [34169 73695]]",1,0f5007cd-476d-4847-878a-990703058405,0
436,22985,22985,"[33093, 73840]","[[33068 73815]
 [33118 73865]]",1,8ccac549-4ee5-4d70-8129-1e59f292c2f4,0
433,22982,22982,"[32394, 73873]","[[32369 73848]
 [32419 73898]]",1,f0530582-cc0e-4e8c-9203-c705ff72bd9a,0
432,22981,22981,"[32290, 73891]","[[32265 73866]
 [32315 73916]]",1,c3a78b9b-8e54-47d1-99e8-79622bc71745,0
429,22978,22978,"[29057, 74080]","[[29032 74055]
 [29082 74105]]",1,4a7c8ed0-256e-4abd-85aa-02c0fec90625,0
427,22976,22976,"[28146, 73617]","[[28121 73592]
 [28171 73642]]",1,c164dac7-2fce-4f49-8839-541e54a1899b,0
426,22975,22975,"[28094, 73759]","[[28069 73734]
 [28119 73784]]",1,12ed46dd-6ed1-4cf8-bb96-f0841cf92dec,0
425,22974,22974,"[33957, 73323]","[[33932 73298]
 [33982 73348]]",1,61e5e3b0-3d75-455b-8c89-f9752e3b491c,0
424,22973,22973,"[33230, 73047]","[[33205 73022]
 [33255 73072]]",1,e5f76f18-39b3-4667-a8b9-5c8f4c1a1ae5,0
423,22972,22972,"[33014, 73000]","[[32989 72975]
 [33039 73025]]",1,54af19bc-ad35-437a-9ec2-5e778f723ca8,0
440,22989,22989,"[36082, 74005]","[[36057 73980]
 [36107 74030]]",1,e30c5244-ebac-47b5-9d63-4d21afe7fde6,0
422,22971,22971,"[31157, 73133]","[[31132 73108]
 [31182 73158]]",1,c83c2189-c16c-43fa-bdaa-d2d3c584aeac,0
420,22969,22969,"[40020, 72363]","[[39995 72338]
 [40045 72388]]",1,0145c672-50ed-4a92-8cd0-66d32adb637f,0
419,22968,22968,"[40182, 72192]","[[40157 72167]
 [40207 72217]]",1,59a28c37-80e4-41c2-9cba-210fa1008b74,0
418,22967,22967,"[40492, 72205]","[[40467 72180]
 [40517 72230]]",1,9f5e2d40-a088-463d-985d-14dd6bb443bd,0
417,22966,22966,"[31748, 72076]","[[31723 72051]
 [31773 72101]]",1,ffc75522-6f9c-47b1-b0b3-d786836c4668,0
416,22965,22965,"[31442, 72076]","[[31417 72051]
 [31467 72101]]",1,8b1d08fc-6066-4493-96a1-c6c0eb952048,0
414,22963,22963,"[28542, 72151]","[[28517 72126]
 [28567 72176]]",1,cf99347a-571f-44da-a4d4-ffaa02bed5cc,0
413,22962,22962,"[28372, 72509]","[[28347 72484]
 [28397 72534]]",1,b588627b-021f-4566-b9fc-4ad2d119e11f,0
412,22961,22961,"[28238, 72520]","[[28213 72495]
 [28263 72545]]",1,e0cb2fa6-da75-4e28-b1a5-959d056baef5,0
409,22958,22958,"[41362, 71496]","[[41337 71471]
 [41387 71521]]",1,3268994f-da42-4145-92fa-14d9ff2378ef,0
408,22957,22957,"[27717, 71473]","[[27692 71448]
 [27742 71498]]",1,7422264d-8b29-46e3-811f-886de70300b0,0
407,22956,22956,"[42742, 70945]","[[42717 70920]
 [42767 70970]]",1,1ef84ad2-22d7-4e8a-8f63-c7f1c5b1d191,0
